,id,date_insert,year,month,day,hour,sensor_id,lat,lng,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm
1825,1826.0,2025-07-12 14:00:00,2025,7,12,14,978,38.331904,21.842924,26.53,56605.63,-81.24,145.25,89.4,8.33,8.33,103.49,37.81,36912.53
1834,1835.0,2025-07-12 15:00:00,2025,7,12,15,978,38.331904,21.842924,26.7,56651.84,-84.58,153.23,93.4,7.99,7.99,99.86,37.85,36942.67
1843,1844.0,2025-07-12 16:00:00,2025,7,12,16,978,38.331904,21.842924,26.71,56638.01,-85.92,158.18,96.13,8.01,8.01,100.16,37.84,36933.65
1852,1853.0,2025-07-12 17:00:00,2025,7,12,17,978,38.331904,21.842924,26.2,56664.39,-85.36,163.27,100.22,8.24,8.24,102.01,37.86,36950.85
1861,1862.0,2025-07-12 18:00:00,2025,7,12,18,978,38.331904,21.842924,26.15,56732.35,-88.82,166.92,102.18,7.89,7.89,97.65,37.92,36995.17
1870,1871.0,2025-07-12 19:00:00,2025,7,12,19,978,38.331904,21.842924,25.92,56818.18,-94.24,170.91,101.0,7.66,7.66,94.3,37.99,37051.14
1879,1880.0,2025-07-12 20:00:00,2025,7,12,20,978,38.331904,21.842924,25.83,56814.5,-100.59,188.3,109.75,7.24,7.24,89.07,37.98,37048.73
1888,1889.0,2025-07-12 21:00:00,2025,7,12,21,978,38.331904,21.842924,25.73,56734.38,-105.76,210.22,121.95,7.34,7.34,90.11,37.92,36996.49
1897,1898.0,2025-07-12 22:00:00,2025,7,12,22,978,38.331904,21.842924,25.61,56670.67,-110.27,230.64,132.62,6.85,6.85,83.92,37.87,36954.95
1906,1907.0,2025-07-12 23:00:00,2025,7,12,23,978,38.331904,21.842924,25.54,56713.68,-109.28,249.15,144.2,6.98,6.98,85.3,37.9,36982.99
1915,1916.0,2025-07-13 00:00:00,2025,7,13,0,978,38.331904,21.842924,25.17,56686.17,-106.46,265.37,156.2,6.94,6.94,84.05,37.88,36965.05
1924,1925.0,2025-07-13 01:00:00,2025,7,13,1,978,38.331904,21.842924,25.04,56774.38,-106.85,263.19,155.83,6.92,6.92,83.8,37.95,37022.58
1933,1934.0,2025-07-13 02:00:00,2025,7,13,2,978,38.331904,21.842924,24.99,56685.62,-109.5,263.17,156.3,6.69,6.69,80.75,37.88,36964.7
1942,1943.0,2025-07-13 03:00:00,2025,7,13,3,978,38.331904,21.842924,24.79,56738.86,-108.72,260.96,155.57,6.7,6.7,80.74,37.92,36999.41
1951,1952.0,2025-07-13 04:00:00,2025,7,13,4,978,38.331904,21.842924,24.72,56745.64,-109.63,263.19,156.23,6.78,6.78,81.46,37.93,37003.84
1960,1961.0,2025-07-13 05:00:00,2025,7,13,5,978,38.331904,21.842924,24.6,56700.63,-112.56,263.13,153.2,6.77,6.77,81.03,37.89,36974.48
1969,1970.0,2025-07-13 06:00:00,2025,7,13,6,978,38.331904,21.842924,24.46,56641.53,-102.29,275.17,160.54,6.89,6.89,82.32,37.84,36935.94
1978,1979.0,2025-07-13 07:00:00,2025,7,13,7,978,38.331904,21.842924,24.2,56658.23,-65.08,278.5,162.8,7.77,7.77,92.87,37.86,36946.83
1985,1986.0,2025-07-13 08:00:00,2025,7,13,8,978,38.331904,21.842924,24.24,56726.29,-66.14,270.38,158.84,8.56,8.56,102.22,37.91,36991.21
1994,1995.0,2025-07-13 09:00:00,2025,7,13,9,978,38.331904,21.842924,24.16,56697.71,-48.32,267.46,157.17,11.19,11.19,133.34,37.89,36972.58
2003,2004.0,2025-07-13 10:00:00,2025,7,13,10,978,38.331904,21.842924,24.26,56665.75,-63.01,267.84,156.76,10.47,10.47,125.06,37.86,36951.74
2012,2013.0,2025-07-13 11:00:00,2025,7,13,11,978,38.331904,21.842924,24.5,56619.13,-60.09,264.3,154.07,11.85,11.85,123.48,37.83,36921.33
2021,2022.0,2025-07-13 12:00:00,2025,7,13,12,978,38.331904,21.842924,24.7,56576.67,-81.95,263.44,152.18,10.2,10.2,121.9,37.79,36893.65
2030,2031.0,2025-07-13 13:00:00,2025,7,13,13,978,38.331904,21.842924,24.98,56684.82,-76.78,270.41,155.44,10.11,10.11,122.31,37.88,36964.17
2039,2040.0,2025-07-13 14:00:00,2025,7,13,14,978,38.331904,21.842924,25.03,56694.19,-86.4,277.94,156.98,9.17,9.17,110.94,37.89,36970.29
2048,2049.0,2025-07-13 15:00:00,2025,7,13,15,978,38.331904,21.842924,25.24,56676.21,-84.86,282.41,159.73,8.7,8.7,105.22,37.87,36958.56
2057,2058.0,2025-07-13 16:00:00,2025,7,13,16,978,38.331904,21.842924,25.23,56655.03,-94.1,301.0,171.23,8.44,8.44,102.33,37.85,36944.75
2066,2067.0,2025-07-13 17:00:00,2025,7,13,17,978,38.331904,21.842924,25.14,56796.38,-86.18,309.44,176.06,8.57,8.57,103.69,37.97,37036.92
2075,2076.0,2025-07-13 18:00:00,2025,7,13,18,978,38.331904,21.842924,25.02,56677.71,-89.53,341.79,364.08,8.68,8.68,105.04,37.87,36959.54
2084,2085.0,2025-07-13 19:00:00,2025,7,13,19,978,38.331904,21.842924,25.08,56780.79,-93.09,358.02,302.24,8.58,8.58,103.72,37.96,37026.75
2093,2094.0,2025-07-13 20:00:00,2025,7,13,20,978,38.331904,21.842924,25.14,56813.89,-103.06,366.23,256.82,8.23,8.23,99.78,37.98,37048.34
2102,2103.0,2025-07-13 21:00:00,2025,7,13,21,978,38.331904,21.842924,25.09,56699.23,-110.56,371.54,194.63,7.73,7.73,93.67,37.89,36973.57
2111,2112.0,2025-07-13 22:00:00,2025,7,13,22,978,38.331904,21.842924,24.94,56702.86,-115.9,364.96,193.4,7.27,7.27,87.78,37.89,36975.93
2120,2121.0,2025-07-13 23:00:00,2025,7,13,23,978,38.331904,21.842924,24.9,56726.84,-117.34,363.43,191.73,6.98,6.98,84.2,37.91,36991.58
2129,2130.0,2025-07-14 00:00:00,2025,7,14,0,978,38.331904,21.842924,24.84,56642.46,-115.98,334.07,195.56,7.01,7.01,84.54,37.84,36936.55
2138,2139.0,2025-07-14 01:00:00,2025,7,14,1,978,38.331904,21.842924,24.66,56701.25,-114.5,333.02,195.04,6.86,6.86,82.35,37.89,36974.89
2147,2148.0,2025-07-14 02:00:00,2025,7,14,2,978,38.331904,21.842924,24.58,56755.75,-115.73,338.37,197.1,6.88,6.88,82.44,37.94,37010.43
2156,2157.0,2025-07-14 03:00:00,2025,7,14,3,978,38.331904,21.842924,24.43,56732.46,-113.52,345.33,200.84,7.11,7.11,84.94,37.92,36995.24
2165,2166.0,2025-07-14 04:00:00,2025,7,14,4,978,38.331904,21.842924,24.38,56611.45,-116.47,355.43,207.2,6.86,6.86,81.97,37.82,36916.32
2174,2175.0,2025-07-14 05:00:00,2025,7,14,5,978,38.331904,21.842924,24.3,56741.85,-115.34,366.09,211.85,6.85,6.85,81.58,37.92,37001.36
2183,2184.0,2025-07-14 06:00:00,2025,7,14,6,978,38.331904,21.842924,24.08,56624.23,-108.35,380.6,221.06,7.07,7.07,84.43,37.83,36924.66
2192,2193.0,2025-07-14 07:00:00,2025,7,14,7,978,38.331904,21.842924,24.23,56677.01,-77.57,381.66,222.56,8.08,8.08,96.51,37.87,36959.08
2201,2202.0,2025-07-14 08:00:00,2025,7,14,8,978,38.331904,21.842924,24.38,56638.18,-65.01,381.28,222.18,8.68,8.68,103.71,37.84,36933.76
2210,2211.0,2025-07-14 09:00:00,2025,7,14,9,978,38.331904,21.842924,24.5,56639.29,-61.19,375.21,219.11,9.56,9.56,114.4,37.84,36934.48
2219,2220.0,2025-07-14 10:00:00,2025,7,14,10,978,38.331904,21.842924,24.67,56676.05,-62.02,369.97,216.24,9.92,9.92,119.18,37.87,36958.45
2228,2229.0,2025-07-14 11:00:00,2025,7,14,11,978,38.331904,21.842924,24.75,56655.23,-60.5,357.12,208.34,9.87,9.87,118.72,37.85,36944.88
2237,2238.0,2025-07-14 12:00:00,2025,7,14,12,978,38.331904,21.842924,25.0,56643.86,-84.02,288.2,38.06,9.51,9.51,114.96,37.85,36937.46
2246,2247.0,2025-07-14 13:00:00,2025,7,14,13,978,38.331904,21.842924,24.97,56683.16,-82.04,239.6,88.43,9.38,9.38,113.31,37.88,36963.09
2255,2256.0,2025-07-14 14:00:00,2025,7,14,14,978,38.331904,21.842924,24.96,56626.38,-85.47,199.88,87.07,8.85,8.85,106.77,37.83,36926.07
2264,2265.0,2025-07-14 15:00:00,2025,7,14,15,978,38.331904,21.842924,25.13,56694.69,-86.64,159.33,89.51,8.59,8.59,104.12,37.89,36970.61
2273,2274.0,2025-07-14 16:00:00,2025,7,14,16,978,38.331904,21.842924,25.15,56681.02,-85.95,140.3,96.73,8.53,8.53,103.48,37.88,36961.7
2282,2283.0,2025-07-14 17:00:00,2025,7,14,17,978,38.331904,21.842924,25.24,56646.8,-83.96,171.76,103.94,8.53,8.53,103.62,37.85,36939.38
2291,2292.0,2025-07-14 18:00:00,2025,7,14,18,978,38.331904,21.842924,25.13,56735.33,-83.46,201.17,118.4,8.38,8.38,101.54,37.92,36997.11
2300,2301.0,2025-07-14 19:00:00,2025,7,14,19,978,38.331904,21.842924,25.07,56783.64,-85.18,229.72,135.03,8.22,8.22,99.3,37.96,37028.62
2309,2310.0,2025-07-14 20:00:00,2025,7,14,20,978,38.331904,21.842924,25.48,56775.34,-92.32,253.83,148.79,7.58,7.58,92.52,37.95,37023.2
2318,2319.0,2025-07-14 21:00:00,2025,7,14,21,978,38.331904,21.842924,25.45,56837.2,-98.16,274.78,159.66,7.21,7.21,88.04,38.0,37063.54
2327,2328.0,2025-07-14 22:00:00,2025,7,14,22,978,38.331904,21.842924,25.38,56832.64,-99.89,292.15,168.92,6.95,6.95,84.76,38.0,37060.57
2336,2337.0,2025-07-14 23:00:00,2025,7,14,23,978,38.331904,21.842924,25.29,56761.81,-100.0,301.13,173.81,6.69,6.69,81.43,37.94,37014.38
2345,2346.0,2025-07-15 00:00:00,2025,7,15,0,978,38.331904,21.842924,25.18,56726.11,-96.88,304.91,176.42,7.0,7.0,84.96,37.91,36991.09
2354,2355.0,2025-07-15 01:00:00,2025,7,15,1,978,38.331904,21.842924,25.08,56703.5,-97.38,353.7,426.72,6.93,6.93,83.88,37.89,36976.36
2363,2364.0,2025-07-15 02:00:00,2025,7,15,2,978,38.331904,21.842924,25.06,56634.76,-95.47,422.38,391.21,7.0,7.0,84.71,37.84,36931.53
2372,2373.0,2025-07-15 03:00:00,2025,7,15,3,978,38.331904,21.842924,25.07,56666.12,-96.85,445.68,359.32,6.99,6.99,84.68,37.86,36951.98
2381,2382.0,2025-07-15 04:00:00,2025,7,15,4,978,38.331904,21.842924,25.0,56693.59,-99.04,458.08,317.6,6.42,6.42,77.4,37.89,36969.89
2390,2391.0,2025-07-15 05:00:00,2025,7,15,5,978,38.331904,21.842924,24.92,56838.05,-100.07,477.84,298.74,6.66,6.66,80.31,38.0,37064.1
2399,2400.0,2025-07-15 06:00:00,2025,7,15,6,978,38.331904,21.842924,24.84,56722.98,-87.04,485.55,288.93,6.82,6.82,81.81,37.91,36989.05
2408,2409.0,2025-07-15 07:00:00,2025,7,15,7,978,38.331904,21.842924,24.57,56712.0,-47.59,469.45,279.13,7.73,7.73,92.62,37.9,36981.9
2417,2418.0,2025-07-15 08:00:00,2025,7,15,8,978,38.331904,21.842924,24.95,56702.14,-23.71,482.49,289.06,9.22,9.22,111.33,37.89,36975.46
2426,2427.0,2025-07-15 09:00:00,2025,7,15,9,978,38.331904,21.842924,25.34,56756.68,-22.89,538.08,319.29,10.01,10.01,121.88,37.94,37011.03
2435,2436.0,2025-07-15 10:00:00,2025,7,15,10,978,38.331904,21.842924,25.4,56747.92,-12.72,567.79,337.59,11.05,11.05,134.78,37.93,37005.32
2444,2445.0,2025-07-15 11:00:00,2025,7,15,11,978,38.331904,21.842924,25.22,56695.86,-24.68,565.39,335.58,10.74,10.74,128.39,37.89,36971.37
2453,2454.0,2025-07-15 12:00:00,2025,7,15,12,978,38.331904,21.842924,25.7,57353.77,-20.95,535.4,318.26,10.96,10.96,132.62,38.42,37400.39
2462,2463.0,2025-07-15 13:00:00,2025,7,15,13,978,38.331904,21.842924,25.55,57291.73,-23.76,505.22,301.76,11.04,11.04,135.0,38.37,37359.94
2471,2472.0,2025-07-15 14:00:00,2025,7,15,14,978,38.331904,21.842924,25.47,57519.25,-30.29,457.96,274.04,9.05,9.05,110.34,38.55,37508.3
2480,2481.0,2025-07-15 15:00:00,2025,7,15,15,978,38.331904,21.842924,25.5,56860.8,-27.71,422.57,253.02,8.91,8.91,108.89,38.02,37078.93
2489,2490.0,2025-07-15 16:00:00,2025,7,15,16,978,38.331904,21.842924,26.18,56897.9,-31.29,424.22,251.64,8.43,8.43,104.13,38.05,37103.13
2498,2499.0,2025-07-15 17:00:00,2025,7,15,17,978,38.331904,21.842924,26.22,56754.29,-33.12,424.41,249.62,8.23,8.23,101.87,37.93,37009.47
2507,2508.0,2025-07-15 18:00:00,2025,7,15,18,978,38.331904,21.842924,26.4,56758.36,-33.2,421.87,248.21,8.18,8.18,101.89,37.94,37012.13
2516,2517.0,2025-07-15 19:00:00,2025,7,15,19,978,38.331904,21.842924,26.34,56903.21,-35.62,419.89,248.07,7.97,7.97,98.7,38.05,37106.59
2525,2526.0,2025-07-15 20:00:00,2025,7,15,20,978,38.331904,21.842924,26.25,56937.32,-38.89,411.86,243.75,8.25,8.25,102.17,38.08,37128.83
2534,2535.0,2025-07-15 21:00:00,2025,7,15,21,978,38.331904,21.842924,26.13,56903.56,-44.61,398.99,238.14,7.76,7.76,96.2,38.05,37106.81
2543,2544.0,2025-07-15 22:00:00,2025,7,15,22,978,38.331904,21.842924,25.94,56797.09,-44.95,418.5,249.01,7.55,7.55,93.13,37.97,37037.38
2552,2553.0,2025-07-15 23:00:00,2025,7,15,23,978,38.331904,21.842924,25.86,56727.04,-42.4,444.2,263.25,7.58,7.58,93.17,37.91,36991.71
2561,2562.0,2025-07-16 00:00:00,2025,7,16,0,978,38.331904,21.842924,25.76,56783.28,-40.49,476.54,282.15,7.47,7.47,91.64,37.96,37028.38
2570,2571.0,2025-07-16 01:00:00,2025,7,16,1,978,38.331904,21.842924,25.68,56673.55,-38.82,492.03,291.16,7.44,7.44,91.25,37.87,36956.82
2579,2580.0,2025-07-16 02:00:00,2025,7,16,2,978,38.331904,21.842924,25.5,56858.71,-41.47,503.51,298.77,6.7,6.7,81.9,38.02,37077.57
2588,2589.0,2025-07-16 03:00:00,2025,7,16,3,978,38.331904,21.842924,25.24,56707.39,-39.1,504.96,299.66,6.58,6.58,79.85,37.9,36978.89
2597,2598.0,2025-07-16 04:00:00,2025,7,16,4,978,38.331904,21.842924,25.02,56814.98,-38.72,501.61,298.79,6.56,6.56,78.82,37.98,37049.05
2606,2607.0,2025-07-16 05:00:00,2025,7,16,5,978,38.331904,21.842924,24.71,56844.88,-36.02,492.87,294.5,6.57,6.57,78.8,38.01,37068.55
2615,2616.0,2025-07-16 06:00:00,2025,7,16,6,978,38.331904,21.842924,24.52,56766.75,-25.3,486.05,291.45,6.96,6.96,83.14,37.94,37017.6
2624,2625.0,2025-07-16 07:00:00,2025,7,16,7,978,38.331904,21.842924,24.33,56859.47,3.71,501.74,300.47,7.46,7.46,89.11,38.02,37078.06
2633,2634.0,2025-07-16 08:00:00,2025,7,16,8,978,38.331904,21.842924,24.15,56844.33,30.14,508.85,305.63,9.19,9.19,109.72,38.01,37068.19
2642,2643.0,2025-07-16 09:00:00,2025,7,16,9,978,38.331904,21.842924,24.12,56816.58,54.66,513.61,307.49,11.64,11.64,138.77,37.98,37050.09
2651,2652.0,2025-07-16 10:00:00,2025,7,16,10,978,38.331904,21.842924,24.02,56723.41,54.35,518.66,312.01,11.79,11.79,140.53,37.91,36989.34
2660,2661.0,2025-07-16 11:00:00,2025,7,16,11,978,38.331904,21.842924,24.44,56538.69,40.77,541.39,323.62,11.54,11.54,137.72,37.76,36868.88
2669,2670.0,2025-07-16 12:00:00,2025,7,16,12,978,38.331904,21.842924,24.02,56574.1,50.19,557.47,332.31,12.19,12.19,134.435,37.79,36891.97
2678,2679.0,2025-07-16 13:00:00,2025,7,16,13,978,38.331904,21.842924,23.87,56661.94,36.98,493.2,141.1,11.08,11.08,131.15,37.86,36949.25
2687,2688.0,2025-07-16 14:00:00,2025,7,16,14,978,38.331904,21.842924,23.75,56669.76,37.02,440.63,152.6,9.95,9.95,117.6,37.87,36954.35
2696,2697.0,2025-07-16 15:00:00,2025,7,16,15,978,38.331904,21.842924,23.8,56775.93,32.49,397.71,161.8,9.42,9.42,111.62,37.95,37023.59
2705,2706.0,2025-07-16 16:00:00,2025,7,16,16,978,38.331904,21.842924,23.81,56756.65,33.86,360.18,167.9,9.43,9.43,111.8,37.94,37011.02
2713,2714.0,2025-07-16 21:00:00,2025,7,16,21,978,38.331904,21.842924,24.16,56741.91,-4.18,459.47,319.75,8.03,8.03,95.93,37.92,37001.4
2719,2720.0,2025-07-16 22:00:00,2025,7,16,22,978,38.331904,21.842924,24.21,56878.49,-5.51,489.34,321.92,8.17,8.17,97.55,38.03,37090.46
2728,2729.0,2025-07-16 23:00:00,2025,7,16,23,978,38.331904,21.842924,24.23,56668.14,-10.93,509.75,317.03,7.85,7.85,93.76,37.87,36953.3
2737,2738.0,2025-07-17 00:00:00,2025,7,17,0,978,38.331904,21.842924,24.25,56795.35,-12.34,524.86,313.77,7.71,7.71,92.09,37.97,37036.25
2746,2747.0,2025-07-17 01:00:00,2025,7,17,1,978,38.331904,21.842924,24.07,56736.53,-11.74,521.42,310.16,7.4,7.4,88.27,37.92,36997.89
2755,2756.0,2025-07-17 02:00:00,2025,7,17,2,978,38.331904,21.842924,24.04,56707.35,-13.3,526.74,313.48,7.2,7.25,85.78,37.9,36978.87
2764,2765.0,2025-07-17 03:00:00,2025,7,17,3,978,38.331904,21.842924,24.0,56683.57,-10.96,529.83,315.35,7.39,7.39,87.95,37.88,36963.36
2773,2774.0,2025-07-17 04:00:00,2025,7,17,4,978,38.331904,21.842924,23.87,56742.6,-14.99,539.63,322.28,7.06,7.06,83.81,37.92,37001.85
2782,2783.0,2025-07-17 05:00:00,2025,7,17,5,978,38.331904,21.842924,23.77,56759.26,-28.91,556.06,333.81,7.21,7.21,85.43,37.94,37012.71
2791,2792.0,2025-07-17 06:00:00,2025,7,17,6,978,38.331904,21.842924,23.76,56638.11,-28.42,569.6,341.21,7.0,7.0,82.92,37.84,36933.71
2800,2801.0,2025-07-17 07:00:00,2025,7,17,7,978,38.331904,21.842924,23.76,56650.57,19.24,581.97,348.98,8.0,8.0,94.78,37.85,36941.84
2809,2810.0,2025-07-17 08:00:00,2025,7,17,8,978,38.331904,21.842924,23.85,56739.66,47.91,586.09,350.77,10.33,10.33,122.64,37.92,36999.93
2818,2819.0,2025-07-17 09:00:00,2025,7,17,9,978,38.331904,21.842924,23.95,56748.21,59.17,587.97,351.31,12.22,12.22,120.32375,37.93,37005.51
2827,2828.0,2025-07-17 10:00:00,2025,7,17,10,978,38.331904,21.842924,24.06,56795.57,58.15,587.82,350.83,13.61,13.61,118.0075,37.97,37036.39
2836,2837.0,2025-07-17 11:00:00,2025,7,17,11,978,38.331904,21.842924,24.2,56713.23,41.84,567.45,337.64,13.66,13.66,115.69125,37.9,36982.7
2845,2846.0,2025-07-17 12:00:00,2025,7,17,12,978,38.331904,21.842924,24.43,56671.34,36.92,537.31,319.32,11.81,11.81,113.375,37.87,36955.38
2854,2855.0,2025-07-17 13:00:00,2025,7,17,13,978,38.331904,21.842924,24.55,56686.9,37.61,514.87,306.29,11.57,11.57,111.05875,37.88,36965.53
2863,2864.0,2025-07-17 14:00:00,2025,7,17,14,978,38.331904,21.842924,24.86,56710.84,31.73,506.14,300.73,9.67,9.67,108.7425,37.9,36981.14
2872,2873.0,2025-07-17 15:00:00,2025,7,17,15,978,38.331904,21.842924,24.85,56718.34,25.32,487.43,289.88,8.89,8.89,106.42625,37.91,36986.04
2881,2882.0,2025-07-17 16:00:00,2025,7,17,16,978,38.331904,21.842924,24.9,56740.89,25.8,497.45,294.76,8.64,8.64,104.11,37.92,37000.73
2890,2891.0,2025-07-17 17:00:00,2025,7,17,17,978,38.331904,21.842924,24.97,56708.9,24.46,524.07,309.86,8.49,8.49,102.54,37.9,36979.88
2899,2900.0,2025-07-17 18:00:00,2025,7,17,18,978,38.331904,21.842924,24.99,56697.87,21.24,538.85,320.25,8.26,8.26,99.89,37.89,36972.68
2908,2909.0,2025-07-17 19:00:00,2025,7,17,19,978,38.331904,21.842924,24.98,56756.2,19.68,558.53,332.65,8.23,8.23,99.41,37.94,37010.72
2917,2918.0,2025-07-17 20:00:00,2025,7,17,20,978,38.331904,21.842924,24.86,56583.3,15.94,591.09,352.31,7.68,7.68,92.46,37.8,36897.97
2926,2927.0,2025-07-17 21:00:00,2025,7,17,21,978,38.331904,21.842924,24.71,56644.15,11.24,630.78,374.74,7.25,7.25,87.05,37.85,36937.65
2935,2936.0,2025-07-17 22:00:00,2025,7,17,22,978,38.331904,21.842924,24.6,56600.51,11.74,669.93,398.41,7.24,7.24,90.27416666666666,37.81,36909.19
2944,2945.0,2025-07-17 23:00:00,2025,7,17,23,978,38.331904,21.842924,24.55,56621.15,14.93,699.73,414.98,7.58,7.58,93.49833333333333,37.83,36922.65
2953,2954.0,2025-07-18 00:00:00,2025,7,18,0,978,38.331904,21.842924,24.52,56510.63,13.75,715.76,423.02,7.27,7.27,96.7225,37.74,36850.58
2961,2962.0,2025-07-18 05:00:00,2025,7,18,5,978,38.331904,21.842924,24.38,56681.25,10.93,797.54,472.75,6.38,6.38,99.94666666666666,37.88,36961.85
2967,2968.0,2025-07-18 06:00:00,2025,7,18,6,978,38.331904,21.842924,24.33,56764.17,15.0,791.98,470.81,6.72,6.72,103.17083333333333,37.94,37015.92
2976,2977.0,2025-07-18 07:00:00,2025,7,18,7,978,38.331904,21.842924,24.31,56700.66,39.37,792.88,471.93,7.47,7.47,106.395,37.89,36974.5
2985,2986.0,2025-07-18 08:00:00,2025,7,18,8,978,38.331904,21.842924,24.39,56725.36,51.24,790.61,474.64,9.1,9.1,109.61916666666667,37.91,36990.61
2994,2995.0,2025-07-18 09:00:00,2025,7,18,9,978,38.331904,21.842924,24.44,56599.68,56.08,797.18,477.14,9.98,9.98,112.84333333333333,37.81,36908.65
3003,3004.0,2025-07-18 10:00:00,2025,7,18,10,978,38.331904,21.842924,24.6,56624.54,60.45,809.57,483.8,10.65,10.65,116.0675,37.83,36924.87
3012,3013.0,2025-07-18 11:00:00,2025,7,18,11,978,38.331904,21.842924,24.81,56552.71,57.5,815.34,485.68,11.26,11.26,119.29166666666666,37.77,36878.02
3021,3022.0,2025-07-18 12:00:00,2025,7,18,12,978,38.331904,21.842924,24.97,56451.62,56.26,798.56,475.85,11.05,11.05,122.51583333333333,37.69,36812.1
3030,3031.0,2025-07-18 13:00:00,2025,7,18,13,978,38.331904,21.842924,25.19,56572.68,55.36,758.45,451.29,10.37,10.37,125.74,37.79,36891.05
3039,3040.0,2025-07-18 14:00:00,2025,7,18,14,978,38.331904,21.842924,25.41,56668.42,51.33,725.8,428.28,9.14,9.14,111.12,37.87,36953.48
3048,3049.0,2025-07-18 15:00:00,2025,7,18,15,978,38.331904,21.842924,25.57,56006.68,49.44,682.57,402.26,8.5,8.5,103.89,37.33,36521.96
3057,3058.0,2025-07-18 16:00:00,2025,7,18,16,978,38.331904,21.842924,25.48,56593.23,44.59,648.62,380.68,8.3,8.3,101.31,37.8,36904.45
3066,3067.0,2025-07-18 17:00:00,2025,7,18,17,978,38.331904,21.842924,25.49,56559.95,42.28,666.05,390.13,8.02,8.02,98.05,37.78,36882.75
3075,3076.0,2025-07-18 18:00:00,2025,7,18,18,978,38.331904,21.842924,25.47,56573.16,41.21,684.41,401.03,7.94,7.94,96.91,37.79,36891.36
3084,3085.0,2025-07-18 19:00:00,2025,7,18,19,978,38.331904,21.842924,25.48,56562.4,38.13,707.92,414.91,7.8,7.8,95.24,37.78,36884.34
3093,3094.0,2025-07-18 20:00:00,2025,7,18,20,978,38.331904,21.842924,25.47,56529.28,34.54,741.09,434.8,7.47,7.47,91.22,37.75,36862.74
3102,3103.0,2025-07-18 21:00:00,2025,7,18,21,978,38.331904,21.842924,25.25,56606.15,26.59,781.78,463.14,7.27,7.27,88.33,37.82,36912.88
3111,3112.0,2025-07-18 22:00:00,2025,7,18,22,978,38.331904,21.842924,25.23,56584.68,25.41,809.36,477.86,6.76,6.76,82.11,37.8,36898.88
3120,3121.0,2025-07-18 23:00:00,2025,7,18,23,978,38.331904,21.842924,24.95,56561.92,26.26,855.18,477.07675,6.91,6.91,83.41,37.78,36884.03
3129,3130.0,2025-07-19 00:00:00,2025,7,19,0,978,38.331904,21.842924,24.94,56538.64,24.62,883.26,476.2935,6.68,6.68,80.71,37.76,36868.85
3138,3139.0,2025-07-19 01:00:00,2025,7,19,1,978,38.331904,21.842924,24.9,56472.42,23.43,897.91,475.51025,6.59,6.59,79.48,37.71,36825.67
3147,3148.0,2025-07-19 02:00:00,2025,7,19,2,978,38.331904,21.842924,24.85,56500.86,23.13,913.27,474.72700000000003,6.4,6.4,77.08,37.73,36844.21
3156,3157.0,2025-07-19 03:00:00,2025,7,19,3,978,38.331904,21.842924,24.77,56569.88,25.37,928.84,473.94375,6.55,6.55,78.76,37.79,36889.22
3165,3166.0,2025-07-19 04:00:00,2025,7,19,4,978,38.331904,21.842924,24.64,56495.76,24.62,937.8,473.1605,6.4,6.4,76.86,37.73,36840.89
3174,3175.0,2025-07-19 05:00:00,2025,7,19,5,978,38.331904,21.842924,24.6,56613.97,22.35,941.89,472.37725,6.02,6.02,72.21,37.82,36917.97
3183,3184.0,2025-07-19 06:00:00,2025,7,19,6,978,38.331904,21.842924,24.52,56544.98,30.0,957.65,471.594,6.48,6.48,77.51,37.77,36872.98
3192,3193.0,2025-07-19 07:00:00,2025,7,19,7,978,38.331904,21.842924,24.49,56567.38,59.46,999.78,470.81075,7.34,7.34,87.8,37.78,36887.59
3201,3202.0,2025-07-19 08:00:00,2025,7,19,8,978,38.331904,21.842924,24.51,56496.44,74.32,1017.46,470.02750000000003,8.79,8.79,105.2,37.73,36841.33
3210,3211.0,2025-07-19 09:00:00,2025,7,19,9,978,38.331904,21.842924,24.58,56589.2,77.44,1016.82,469.24425,9.56,9.56,114.42,37.8,36901.82
3219,3220.0,2025-07-19 10:00:00,2025,7,19,10,978,38.331904,21.842924,24.67,56496.62,81.53,1043.37,468.461,10.61,10.61,127.28,37.73,36841.45
3464,3465.0,2025-07-20 15:00:00,2025,7,20,15,978,38.331904,21.842924,26.27,56796.51,89.44,745.6,446.53,7.96,7.96,98.51,37.97,37037.01
3473,3474.0,2025-07-20 16:00:00,2025,7,20,16,978,38.331904,21.842924,26.78,57123.07,77.94,623.33,373.22,7.53,7.53,94.03,38.23,37249.95
3482,3483.0,2025-07-20 17:00:00,2025,7,20,17,978,38.331904,21.842924,26.84,57034.2,76.27,500.08,297.58,7.41,7.41,92.99,38.16,37192.0
3491,3492.0,2025-07-20 18:00:00,2025,7,20,18,978,38.331904,21.842924,26.87,57133.32,72.4,459.56,273.18,7.39,7.39,92.95,38.24,37256.64
3500,3501.0,2025-07-20 19:00:00,2025,7,20,19,978,38.331904,21.842924,26.87,57103.9,68.21,501.64,294.76,7.37,7.37,92.67,38.22,37237.45
