,Unnamed: 0,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location,Water_Quality_Label
13345,24329,24330.0,2025-12-10 16:00:00,978,18.23,55694.04,42.48,463.56,284.58,9.11,9.11,96.19,37.09,36318.09,Αραχωβίτικα,Medium
13347,24336,24337.0,2025-12-10 17:00:00,978,18.21,55746.18,10.8,475.7,292.18,8.76,8.76,92.4,37.13,36352.09,Αραχωβίτικα,Medium
13349,24344,24345.0,2025-12-10 18:00:00,978,18.19,55732.34,-15.22,505.93,309.16,8.45,8.45,89.1,37.12,36343.06,Αραχωβίτικα,Medium
13351,24352,24353.0,2025-12-10 19:00:00,978,18.14,55745.6,-67.67,528.3,322.6,8.16,8.16,85.99,37.13,36351.71,Αραχωβίτικα,Medium
13353,24360,24361.0,2025-12-10 20:00:00,978,18.14,55781.82,10.43,545.94,332.97,8.3,8.3,87.37,37.16,36375.32,Αραχωβίτικα,Medium
13355,24368,24369.0,2025-12-10 21:00:00,978,18.17,55825.77,4.07,563.92,343.24,8.0,8.0,84.41,37.19,36403.98,Αραχωβίτικα,Medium
13357,24376,24377.0,2025-12-10 22:00:00,978,18.18,55780.77,-1.57,570.05,347.07,7.82,7.82,82.48,37.15,36374.64,Αραχωβίτικα,Medium
13359,24384,24385.0,2025-12-10 23:00:00,978,18.18,55771.89,-2.27,577.39,351.79,7.61,7.61,80.3,37.15,36368.86,Αραχωβίτικα,Medium
13361,24392,24393.0,2025-12-11 00:00:00,978,18.14,55732.66,-17.03,582.73,354.99,7.65,7.65,80.53,37.12,36343.27,Αραχωβίτικα,Medium
13363,24400,24401.0,2025-12-11 01:00:00,978,18.1,55741.29,-20.71,586.04,356.95,7.78,7.78,81.88,37.12,36348.9,Αραχωβίτικα,Medium
13365,24408,24409.0,2025-12-11 02:00:00,978,18.07,55718.25,-3.64,586.44,357.35,7.93,7.93,83.38,37.1,36333.87,Αραχωβίτικα,Medium
13367,24416,24417.0,2025-12-11 03:00:00,978,18.06,55703.06,-7.57,591.06,360.42,7.85,7.85,82.61,37.09,36323.97,Αραχωβίτικα,Medium
13369,24424,24425.0,2025-12-11 04:00:00,978,18.01,55769.28,-3.37,591.81,361.09,7.8,7.8,81.89,37.15,36367.15,Αραχωβίτικα,Medium
13371,24432,24433.0,2025-12-11 05:00:00,978,17.98,55752.69,-1.18,592.01,361.37,7.83,7.83,82.16,37.13,36356.33,Αραχωβίτικα,Medium
13373,24440,24441.0,2025-12-11 06:00:00,978,18.08,55724.19,-2.15,590.33,360.4,8.0,8.0,84.19,37.11,36337.75,Αραχωβίτικα,Medium
13375,24448,24449.0,2025-12-11 07:00:00,978,18.05,55709.7,4.8,587.74,358.39,8.08,8.08,84.94,37.1,36328.3,Αραχωβίτικα,Medium
13377,24456,24457.0,2025-12-11 08:00:00,978,18.02,55795.55,36.14,587.82,358.76,8.09,8.09,84.98,37.17,36384.28,Αραχωβίτικα,Medium
13379,24464,24465.0,2025-12-11 09:00:00,978,17.76,55636.65,49.26,596.04,365.88,8.68,8.68,90.65,37.04,36280.66,Αραχωβίτικα,Medium
13381,24472,24473.0,2025-12-11 10:00:00,978,17.87,55648.38,61.82,593.03,364.47,8.99,8.99,94.12,37.05,36288.31,Αραχωβίτικα,Medium
13383,24480,24481.0,2025-12-11 11:00:00,978,18.03,55634.96,68.06,596.56,365.92,9.16,9.16,96.16,37.04,36279.56,Αραχωβίτικα,Medium
13385,24488,24489.0,2025-12-11 12:00:00,978,18.08,55680.52,70.38,596.26,365.6,9.27,9.27,97.54,37.07,36309.27,Αραχωβίτικα,Medium
13387,24496,24497.0,2025-12-11 13:00:00,978,18.2,55740.77,62.0,597.49,366.02,9.15,9.15,96.45,37.12,36348.56,Αραχωβίτικα,Medium
13389,24504,24505.0,2025-12-11 14:00:00,978,18.24,55714.38,59.25,592.74,359.93,8.93,8.93,94.24,37.1,36331.35,Αραχωβίτικα,Medium
13391,24512,24513.0,2025-12-11 15:00:00,978,18.32,55711.73,44.94,598.84,363.55,8.83,8.83,93.36,37.1,36329.62,Αραχωβίτικα,Medium
13393,24520,24521.0,2025-12-11 16:00:00,978,18.33,55751.8,30.51,601.9,366.41,8.77,8.77,92.84,37.13,36355.75,Αραχωβίτικα,Medium
13395,24528,24529.0,2025-12-11 17:00:00,978,18.3,55756.54,10.27,605.27,369.06,8.4,8.4,88.85,37.13,36358.84,Αραχωβίτικα,Medium
13397,24536,24537.0,2025-12-11 18:00:00,978,18.29,55774.11,-12.73,609.89,371.6,8.01,8.01,84.67,37.15,36370.3,Αραχωβίτικα,Medium
13399,24544,24545.0,2025-12-11 19:00:00,978,18.29,55823.66,-0.44,612.79,373.29,8.34,8.34,88.18,37.19,36402.61,Αραχωβίτικα,Medium
13401,24552,24553.0,2025-12-11 20:00:00,978,18.26,55798.16,-19.68,612.58,373.45,7.58,7.58,80.1,37.17,36385.98,Αραχωβίτικα,Medium
13403,24560,24561.0,2025-12-11 21:00:00,978,18.21,55830.77,-31.83,612.73,373.73,7.25,7.25,76.53,37.19,36407.25,Αραχωβίτικα,Medium
13405,24568,24569.0,2025-12-11 22:00:00,978,18.18,55831.25,-45.46,614.92,374.71,7.43,7.43,78.34,37.19,36407.56,Αραχωβίτικα,Medium
13407,24576,24577.0,2025-12-11 23:00:00,978,18.19,55831.05,-62.97,612.1,372.96,7.61,7.61,80.24,37.19,36407.43,Αραχωβίτικα,Medium
13409,24584,24585.0,2025-12-12 00:00:00,978,18.21,55828.07,-21.26,609.14,371.29,7.3,7.3,77.04,37.19,36405.48,Αραχωβίτικα,Medium
13411,24592,24593.0,2025-12-12 01:00:00,978,18.2,55867.5,11.24,606.36,368.98,7.22,7.22,76.19,37.22,36431.2,Αραχωβίτικα,Medium
13413,24600,24601.0,2025-12-12 02:00:00,978,18.16,55758.84,-50.01,604.36,367.64,6.88,6.88,72.48,37.14,36360.34,Αραχωβίτικα,Medium
13415,24608,24609.0,2025-12-12 03:00:00,978,18.13,55794.3,-27.97,602.43,366.67,7.19,7.19,75.67,37.17,36383.46,Αραχωβίτικα,Medium
13417,24616,24617.0,2025-12-12 04:00:00,978,18.07,55861.15,-19.25,603.67,366.88,7.24,7.24,75.98,37.22,36427.06,Αραχωβίτικα,Medium
13419,24624,24625.0,2025-12-12 05:00:00,978,17.91,55686.74,-85.19,603.0,366.66,7.26,7.26,76.11,37.08,36313.32,Αραχωβίτικα,Medium
13421,24632,24633.0,2025-12-12 06:00:00,978,17.93,55738.15,-69.64,605.08,367.96,7.12,7.12,74.63,37.12,36346.85,Αραχωβίτικα,Medium
13423,24640,24641.0,2025-12-12 07:00:00,978,18.0,55731.2,-1.87,605.18,368.14,6.97,6.97,73.2,37.11,36342.31,Αραχωβίτικα,Medium
13425,24648,24649.0,2025-12-12 08:00:00,978,18.09,55708.01,78.99,604.61,367.94,7.75,7.75,81.57,37.1,36327.2,Αραχωβίτικα,Medium
