,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location
2064,2065.0,2025-07-13 17:00:00,976,23.52,56925.23,-135.89,32.01,30.18,8.36,8.36,98.69,38.07,37120.94,Ακταίο
2065,2066.0,2025-07-13 17:00:00,977,23.19,50772.66,-145.5,680.28,444.07,6.66,6.66,77.97,33.31,33108.85,Ψαθόπυργος
2066,2067.0,2025-07-13 17:00:00,978,25.14,56796.38,-86.18,309.44,176.06,8.57,8.57,103.69,37.97,37036.92,Αραχωβίτικα
2067,2068.0,2025-07-13 17:00:00,979,24.53,61630.28,262.28,235.1,137.6,6.44,6.44,77.22,41.9,40189.11,Άγιος Βασίλης
2068,2069.0,2025-07-13 17:00:00,980,26.56,61146.77,143.73,628.91,377.37,4.09,4.09,50.88,41.5,39873.81,Ρίο
2069,2070.0,2025-07-13 17:00:00,981,26.71,58807.75,316.88,52.63,28.12,4.48,4.48,56.26,39.59,38348.53,Καστελλόκαμπος
2071,2072.0,2025-07-13 17:00:00,983,27.57,34301.56,237.9,174.12,99.44,10.88,10.88,138.21,21.53,22368.05,Πλάζ
2072,2073.0,2025-07-13 17:00:00,984,28.47,52780.06,297.54,310.23,186.1,8.15,8.15,105.17,34.79,34417.88,Ροιτικά
2073,2074.0,2025-07-13 18:00:00,976,23.53,56871.72,-135.79,29.27,24.82,8.32,8.32,98.0,38.03,37086.05,Ακταίο
2074,2075.0,2025-07-13 18:00:00,977,23.28,50851.89,-155.45,767.98,498.47,6.49,6.49,76.23,33.36,33160.52,Ψαθόπυργος
2076,2077.0,2025-07-13 18:00:00,979,24.31,63292.34,261.69,246.66,143.9,6.22,6.22,74.17,43.28,41272.93,Άγιος Βασίλης
2077,2078.0,2025-07-13 18:00:00,980,26.6,60653.14,145.11,638.82,387.68,4.0,4.0,49.9,41.1,39551.91,Ρίο
2078,2079.0,2025-07-13 18:00:00,981,26.72,58490.13,317.19,42.05,21.84,4.47,4.47,56.13,39.34,38141.41,Καστελλόκαμπος
2080,2081.0,2025-07-13 18:00:00,983,27.45,33602.16,238.44,181.89,102.86,10.48,10.48,133.18,21.04,21911.97,Πλάζ
2081,2082.0,2025-07-13 18:00:00,984,28.46,52931.97,298.16,267.41,164.31,7.65,7.65,98.73,34.9,34516.94,Ροιτικά
2082,2083.0,2025-07-13 19:00:00,976,23.53,56869.69,-134.79,31.94,26.89,8.3,8.3,97.84,38.03,37084.73,Ακταίο
2083,2084.0,2025-07-13 19:00:00,977,23.4,49802.46,-159.05,750.09,492.18,6.33,6.33,74.35,32.59,32476.19,Ψαθόπυργος
2084,2085.0,2025-07-13 19:00:00,978,25.08,56780.79,-93.09,358.02,302.24,8.58,8.58,103.72,37.96,37026.75,Αραχωβίτικα
2085,2086.0,2025-07-13 19:00:00,979,24.41,61456.54,260.78,259.1,151.56,6.23,6.23,74.33,41.76,40075.81,Άγιος Βασίλης
2086,2087.0,2025-07-13 19:00:00,980,26.11,60566.18,148.55,639.75,386.91,4.1,4.1,50.58,41.03,39495.21,Ρίο
2087,2088.0,2025-07-13 19:00:00,981,26.74,58938.12,317.77,35.75,17.77,4.46,4.46,56.1,39.7,38433.55,Καστελλόκαμπος
2090,2091.0,2025-07-13 19:00:00,984,28.24,52930.91,299.39,255.46,153.77,7.2,7.2,92.49,34.9,34516.25,Ροιτικά
2091,2092.0,2025-07-13 20:00:00,976,23.27,56895.53,-139.86,34.54,25.7,8.07,8.07,94.79,38.05,37101.57,Ακταίο
2092,2093.0,2025-07-13 20:00:00,977,23.48,50285.73,-170.61,754.38,500.49,5.97,5.97,70.34,32.95,32791.33,Ψαθόπυργος
2093,2094.0,2025-07-13 20:00:00,978,25.14,56813.89,-103.06,366.23,256.82,8.23,8.23,99.78,37.98,37048.34,Αραχωβίτικα
2094,2095.0,2025-07-13 20:00:00,979,24.28,60031.57,258.77,272.0,159.42,5.84,5.84,69.6,40.59,39146.59,Άγιος Βασίλης
2095,2096.0,2025-07-13 20:00:00,980,25.98,60087.11,147.59,566.54,193.16,3.97,3.97,48.89,40.64,39182.81,Ρίο
2096,2097.0,2025-07-13 20:00:00,981,26.69,58349.41,316.8,37.93,19.58,4.33,4.33,54.17,39.22,38049.65,Καστελλόκαμπος
2098,2099.0,2025-07-13 20:00:00,983,27.14,33834.5,271.6,181.92,102.39,9.72,9.72,122.75,21.21,22063.48,Πλάζ
2099,2100.0,2025-07-13 20:00:00,984,28.15,53023.02,300.23,235.53,134.27,6.87,6.87,88.14,34.97,34576.32,Ροιτικά
2100,2101.0,2025-07-13 21:00:00,976,23.23,56871.32,-146.72,33.99,25.84,7.99,7.99,93.71,38.03,37085.79,Ακταίο
2101,2102.0,2025-07-13 21:00:00,977,23.53,50185.24,-182.6,770.57,510.53,5.8,5.8,68.51,32.87,32725.8,Ψαθόπυργος
2102,2103.0,2025-07-13 21:00:00,978,25.09,56699.23,-110.56,371.54,194.63,7.73,7.73,93.67,37.89,36973.57,Αραχωβίτικα
2103,2104.0,2025-07-13 21:00:00,979,24.17,59360.77,255.47,285.11,166.62,5.62,5.62,66.94,40.04,38709.16,Άγιος Βασίλης
2104,2105.0,2025-07-13 21:00:00,980,25.85,60663.73,146.99,521.36,207.02,3.87,3.87,47.3,41.11,39558.82,Ρίο
2105,2106.0,2025-07-13 21:00:00,981,26.42,58162.74,314.47,39.71,20.41,4.34,4.34,54.16,39.07,37927.92,Καστελλόκαμπος
2107,2108.0,2025-07-13 21:00:00,983,27.0,36016.68,273.56,161.71,91.88,8.97,8.97,112.92,22.72,23486.48,Πλάζ
2108,2109.0,2025-07-13 21:00:00,984,27.91,53058.99,300.17,248.99,145.92,6.52,6.52,83.19,35.0,34599.77,Ροιτικά
2109,2110.0,2025-07-13 22:00:00,976,23.44,56850.58,-145.42,40.41,28.49,8.03,8.03,94.31,38.01,37072.27,Ακταίο
2110,2111.0,2025-07-13 22:00:00,977,23.21,49583.54,-191.82,789.52,537.64,5.8,5.8,67.65,32.43,32333.42,Ψαθόπυργος
2111,2112.0,2025-07-13 22:00:00,978,24.94,56702.86,-115.9,364.96,193.4,7.27,7.27,87.78,37.89,36975.93,Αραχωβίτικα
2112,2113.0,2025-07-13 22:00:00,979,24.48,60439.75,256.48,296.05,173.35,5.45,5.45,65.03,40.92,39412.77,Άγιος Βασίλης
2113,2114.0,2025-07-13 22:00:00,980,26.05,60882.8,146.73,470.21,207.92,3.79,3.79,46.79,41.29,39701.68,Ρίο
2114,2115.0,2025-07-13 22:00:00,981,26.33,58264.04,316.76,39.07,20.39,4.36,4.36,54.31,39.15,37993.98,Καστελλόκαμπος
2116,2117.0,2025-07-13 22:00:00,983,26.75,34451.87,281.76,152.68,87.99,8.29,8.29,103.86,21.63,22466.06,Πλάζ
2117,2118.0,2025-07-13 22:00:00,984,27.75,53046.61,302.32,237.89,135.52,6.51,6.51,82.81,34.99,34591.69,Ροιτικά
2118,2119.0,2025-07-13 23:00:00,976,23.92,56785.09,-148.04,43.97,25.11,7.6,7.6,90.16,37.96,37029.56,Ακταίο
2119,2120.0,2025-07-13 23:00:00,977,22.36,49349.07,-182.27,689.93,482.9,6.03,6.03,68.68,32.26,32180.53,Ψαθόπυργος
2120,2121.0,2025-07-13 23:00:00,978,24.9,56726.84,-117.34,363.43,191.73,6.98,6.98,84.2,37.91,36991.58,Αραχωβίτικα
2121,2122.0,2025-07-13 23:00:00,979,24.51,59316.55,256.84,305.05,178.63,5.33,5.33,63.71,40.01,38680.32,Άγιος Βασίλης
2122,2123.0,2025-07-13 23:00:00,980,26.05,61051.57,146.82,414.23,210.76,3.79,3.79,46.77,41.43,39811.73,Ρίο
2123,2124.0,2025-07-13 23:00:00,981,26.23,58008.52,317.77,44.26,23.12,4.44,4.44,55.18,38.95,37827.36,Καστελλόκαμπος
2125,2126.0,2025-07-13 23:00:00,983,26.44,34615.89,289.31,139.78,80.9,7.54,7.54,93.77,21.75,22573.02,Πλάζ
2127,2128.0,2025-07-14 00:00:00,976,21.1,56846.74,-142.24,39.46,26.02,8.09,8.09,90.22,38.01,37069.76,Ακταίο
2128,2129.0,2025-07-14 00:00:00,977,22.09,50127.8,-178.19,786.12,524.82,5.99,5.99,68.19,32.83,32688.34,Ψαθόπυργος
2129,2130.0,2025-07-14 00:00:00,978,24.84,56642.46,-115.98,334.07,195.56,7.01,7.01,84.54,37.84,36936.55,Αραχωβίτικα
2130,2131.0,2025-07-14 00:00:00,979,24.53,59589.04,257.57,309.73,181.23,5.37,5.37,64.16,40.23,38858.02,Άγιος Βασίλης
2131,2132.0,2025-07-14 00:00:00,980,25.98,60902.79,147.63,373.38,221.91,3.76,3.76,45.99,41.3,39714.71,Ρίο
2132,2133.0,2025-07-14 00:00:00,981,26.14,58468.2,317.66,43.99,24.66,4.41,4.41,54.74,39.32,38127.12,Καστελλόκαμπος
2134,2135.0,2025-07-14 00:00:00,983,26.2,34049.75,291.1,132.34,76.9,6.85,6.85,84.89,21.35,22203.84,Πλάζ
2135,2136.0,2025-07-14 00:00:00,984,27.29,53034.56,301.58,273.68,135.96,5.77,5.77,73.18,34.98,34583.84,Ροιτικά
2136,2137.0,2025-07-14 01:00:00,976,21.57,56746.89,-143.52,40.33,27.55,7.86,7.86,88.78,37.93,37004.65,Ακταίο
2137,2138.0,2025-07-14 01:00:00,977,22.62,50371.16,-175.27,817.37,541.1,5.83,5.83,67.47,33.01,32847.04,Ψαθόπυργος
2138,2139.0,2025-07-14 01:00:00,978,24.66,56701.25,-114.5,333.02,195.04,6.86,6.86,82.35,37.89,36974.89,Αραχωβίτικα
2139,2140.0,2025-07-14 01:00:00,979,24.46,60238.02,257.59,312.04,183.14,5.48,5.48,64.02,40.76,39281.21,Άγιος Βασίλης
2140,2141.0,2025-07-14 01:00:00,980,25.71,61149.33,148.46,386.38,238.77,3.79,3.79,46.44,41.51,39875.48,Ρίο
2141,2142.0,2025-07-14 01:00:00,981,26.01,58401.07,318.36,41.77,21.44,4.4,4.4,54.46,39.26,38083.34,Καστελλόκαμπος
2143,2144.0,2025-07-14 01:00:00,983,26.08,33248.55,290.81,137.54,78.98,6.28,6.28,77.56,20.8,21681.38,Πλάζ
2145,2146.0,2025-07-14 02:00:00,976,22.89,56849.33,-146.28,213.65,346.84,7.74,7.74,90.1,9999.04,37071.45,Ακταίο
2146,2147.0,2025-07-14 02:00:00,977,22.75,49612.93,-181.8,764.38,509.0,5.64,5.64,65.38,32.45,32352.6,Ψαθόπυργος
2147,2148.0,2025-07-14 02:00:00,978,24.58,56755.75,-115.73,338.37,197.1,6.88,6.88,82.44,37.94,37010.43,Αραχωβίτικα
2148,2149.0,2025-07-14 02:00:00,979,22.93,59009.67,261.07,317.42,186.43,5.75,5.75,65.93,39.76,38480.21,Άγιος Βασίλης
2149,2150.0,2025-07-14 02:00:00,980,25.97,61261.14,148.72,396.64,266.28,3.81,3.81,46.8,41.6,39948.39,Ρίο
2150,2151.0,2025-07-14 02:00:00,981,26.03,58358.12,319.7,35.92,18.79,4.36,4.36,54.02,39.23,38055.33,Καστελλόκαμπος
2152,2153.0,2025-07-14 02:00:00,983,25.79,32560.55,297.69,137.78,80.68,6.07,6.07,74.54,20.33,21232.73,Πλάζ
2153,2154.0,2025-07-14 02:00:00,984,26.97,53009.38,302.18,283.45,128.82,5.55,5.55,69.88,34.96,34567.41,Ροιτικά
2155,2156.0,2025-07-14 03:00:00,977,22.78,49620.29,-186.17,792.4,522.41,5.59,5.59,64.97,32.46,32357.39,Ψαθόπυργος
2156,2157.0,2025-07-14 03:00:00,978,24.43,56732.46,-113.52,345.33,200.84,7.11,7.11,84.94,37.92,36995.24,Αραχωβίτικα
2157,2158.0,2025-07-14 03:00:00,979,22.29,58995.47,261.04,319.28,187.78,5.8,5.8,66.44,39.75,38470.95,Άγιος Βασίλης
2158,2159.0,2025-07-14 03:00:00,980,25.97,61334.08,148.59,414.87,305.11,3.76,3.76,46.33,41.66,39995.95,Ρίο
2159,2160.0,2025-07-14 03:00:00,981,25.94,58385.93,320.71,36.02,19.06,4.34,4.34,53.69,39.25,38073.46,Καστελλόκαμπος
2161,2162.0,2025-07-14 03:00:00,983,25.75,32340.04,300.6,137.92,79.48,5.86,5.86,71.9,20.17,21088.94,Πλάζ
2162,2163.0,2025-07-14 03:00:00,984,26.85,53032.33,303.94,273.74,129.75,5.44,5.44,68.26,34.98,34582.39,Ροιτικά
2163,2164.0,2025-07-14 04:00:00,976,23.17,56770.76,-147.57,1098.35,261.68,7.49,7.49,87.53,37.95,37020.21,Ακταίο
2164,2165.0,2025-07-14 04:00:00,977,22.82,49725.58,-182.7,796.07,521.76,5.67,5.67,65.89,32.54,32426.05,Ψαθόπυργος
2165,2166.0,2025-07-14 04:00:00,978,24.38,56611.45,-116.47,355.43,207.2,6.86,6.86,81.97,37.82,36916.32,Αραχωβίτικα
2166,2167.0,2025-07-14 04:00:00,979,22.97,59195.66,260.15,317.92,187.28,5.6,5.6,64.33,39.91,38601.49,Άγιος Βασίλης
2167,2168.0,2025-07-14 04:00:00,980,25.97,61229.97,149.38,424.84,283.33,3.76,3.76,46.39,41.57,39928.07,Ρίο
2168,2169.0,2025-07-14 04:00:00,981,25.98,58291.35,321.99,35.6,17.43,4.41,4.41,54.57,39.17,38011.79,Καστελλόκαμπος
2170,2171.0,2025-07-14 04:00:00,983,25.46,32789.31,304.12,138.97,80.88,5.8,5.8,70.76,20.48,21381.91,Πλάζ
2171,2172.0,2025-07-14 04:00:00,984,26.77,53023.1,304.9,260.81,124.58,5.33,5.33,66.85,34.97,34576.37,Ροιτικά
2172,2173.0,2025-07-14 05:00:00,976,23.41,56804.96,-146.03,34.88,26.34,7.82,7.82,92.1,37.98,37042.52,Ακταίο
2173,2174.0,2025-07-14 05:00:00,977,22.76,50083.52,-204.85,810.81,534.11,5.41,5.41,62.62,32.8,32659.46,Ψαθόπυργος
2174,2175.0,2025-07-14 05:00:00,978,24.3,56741.85,-115.34,366.09,211.85,6.85,6.85,81.58,37.92,37001.36,Αραχωβίτικα
2175,2176.0,2025-07-14 05:00:00,979,23.2,55003.96,256.45,317.19,187.47,5.56,5.56,65.04,36.53,35868.09,Άγιος Βασίλης
2176,2177.0,2025-07-14 05:00:00,980,26.05,60149.99,149.77,427.07,273.85,3.78,3.78,46.6,40.69,39223.81,Ρίο
2177,2178.0,2025-07-14 05:00:00,981,25.99,58806.2,323.01,33.43,16.81,4.23,4.23,52.39,39.59,38347.53,Καστελλόκαμπος
2179,2180.0,2025-07-14 05:00:00,983,25.67,32295.95,305.01,138.3,80.06,5.76,5.76,70.54,20.14,21060.19,Πλάζ
2180,2181.0,2025-07-14 05:00:00,984,26.66,52928.48,305.29,223.62,122.24,5.36,5.36,66.73,34.9,34514.66,Ροιτικά
2181,2182.0,2025-07-14 06:00:00,976,23.23,56961.61,-147.73,34.88,26.62,7.67,7.67,89.9,38.1,37144.67,Ακταίο
2182,2183.0,2025-07-14 06:00:00,977,22.42,50390.91,-160.37,837.32,555.92,5.35,5.35,61.73,33.02,32859.91,Ψαθόπυργος
2183,2184.0,2025-07-14 06:00:00,978,24.08,56624.23,-108.35,380.6,221.06,7.07,7.07,84.43,37.83,36924.66,Αραχωβίτικα
2184,2185.0,2025-07-14 06:00:00,979,23.41,56137.9,257.9,316.73,187.51,5.64,5.64,66.3,37.44,36607.53,Άγιος Βασίλης
2185,2186.0,2025-07-14 06:00:00,980,26.05,60522.83,150.63,446.56,278.88,3.8,3.8,46.87,40.99,39466.94,Ρίο
2186,2187.0,2025-07-14 06:00:00,981,25.82,58728.5,323.38,34.9,17.87,4.21,4.21,51.88,39.53,38296.86,Καστελλόκαμπος
2188,2189.0,2025-07-14 06:00:00,983,25.75,31954.73,306.2,145.82,83.94,5.84,5.84,71.65,19.91,20837.68,Πλάζ
2189,2190.0,2025-07-14 06:00:00,984,26.52,53033.9,307.13,169.42,105.24,5.33,5.33,66.46,34.98,34583.41,Ροιτικά
2190,2191.0,2025-07-14 07:00:00,976,23.34,56853.46,-138.26,35.03,26.92,8.05,8.05,93.6,38.01,37074.14,Ακταίο
2191,2192.0,2025-07-14 07:00:00,977,22.29,50920.11,-99.34,897.83,597.62,6.12,6.12,69.98,33.41,33205.01,Ψαθόπυργος
2192,2193.0,2025-07-14 07:00:00,978,24.23,56677.01,-77.57,381.66,222.56,8.08,8.08,96.51,37.87,36959.08,Αραχωβίτικα
2193,2194.0,2025-07-14 07:00:00,979,23.83,57022.35,259.96,313.36,185.53,5.66,5.66,67.17,38.15,37184.28,Άγιος Βασίλης
2194,2195.0,2025-07-14 07:00:00,980,26.18,59972.53,152.94,461.38,282.98,4.01,4.01,49.55,40.54,39108.09,Ρίο
2195,2196.0,2025-07-14 07:00:00,981,25.81,58376.71,323.01,32.94,17.25,4.24,4.24,52.31,39.24,38067.46,Καστελλόκαμπος
2197,2198.0,2025-07-14 07:00:00,983,25.85,32140.68,305.87,153.49,88.03,5.95,5.95,73.15,20.04,20958.94,Πλάζ
2199,2200.0,2025-07-14 08:00:00,976,23.53,56853.44,-130.73,28.07,20.99,8.1,8.1,95.92,38.01,37074.13,Ακταίο
2200,2201.0,2025-07-14 08:00:00,977,22.3,49933.34,-94.78,911.07,610.72,6.53,6.53,75.84,32.69,32561.54,Ψαθόπυργος
2201,2202.0,2025-07-14 08:00:00,978,24.38,56638.18,-65.01,381.28,222.18,8.68,8.68,103.71,37.84,36933.76,Αραχωβίτικα
2202,2203.0,2025-07-14 08:00:00,979,23.86,56431.32,260.81,312.96,185.16,5.89,5.89,69.94,37.68,36798.87,Άγιος Βασίλης
2203,2204.0,2025-07-14 08:00:00,980,26.25,58900.65,155.02,470.52,281.12,4.3,4.3,53.22,39.67,38409.12,Ρίο
2204,2205.0,2025-07-14 08:00:00,981,26.03,58237.14,320.93,34.07,17.01,4.45,4.45,54.99,39.13,37976.45,Καστελλόκαμπος
2206,2207.0,2025-07-14 08:00:00,983,25.98,32969.3,307.17,155.48,89.69,6.17,6.17,76.06,20.61,21499.28,Πλάζ
2208,2209.0,2025-07-14 09:00:00,976,23.81,56789.66,-135.17,29.84,25.41,8.21,8.21,96.09,37.96,37032.54,Ακταίο
2209,2210.0,2025-07-14 09:00:00,977,23.14,50375.01,-100.82,850.95,562.48,6.64,6.64,77.5,33.01,32849.54,Ψαθόπυργος
2210,2211.0,2025-07-14 09:00:00,978,24.5,56639.29,-61.19,375.21,219.11,9.56,9.56,114.4,37.84,36934.48,Αραχωβίτικα
2211,2212.0,2025-07-14 09:00:00,979,23.89,57089.2,261.14,318.17,187.62,6.1,6.1,72.51,38.2,37227.87,Άγιος Βασίλης
2212,2213.0,2025-07-14 09:00:00,980,26.29,58595.91,156.4,479.15,288.44,4.46,4.46,55.12,39.42,38210.4,Ρίο
2213,2214.0,2025-07-14 09:00:00,981,26.22,58430.54,317.71,30.86,15.53,4.55,4.55,56.59,39.29,38102.55,Καστελλόκαμπος
2217,2218.0,2025-07-14 10:00:00,976,23.35,56826.47,-134.49,39.22,32.47,8.34,8.34,98.09,37.99,37056.54,Ακταίο
2218,2219.0,2025-07-14 10:00:00,977,23.04,50516.73,-118.64,682.5,484.03,6.95,6.95,81.15,33.12,32941.96,Ψαθόπυργος
2219,2220.0,2025-07-14 10:00:00,978,24.67,56676.05,-62.02,369.97,216.24,9.92,9.92,119.18,37.87,36958.45,Αραχωβίτικα
2220,2221.0,2025-07-14 10:00:00,979,24.1,57078.11,260.36,322.43,190.01,6.1,6.1,72.68,38.19,37220.64,Άγιος Βασίλης
2221,2222.0,2025-07-14 10:00:00,980,26.19,58840.44,156.17,480.28,287.73,4.46,4.46,55.09,39.62,38369.85,Ρίο
2222,2223.0,2025-07-14 10:00:00,981,26.45,58892.95,320.01,28.27,14.94,4.5,4.5,56.2,39.66,38404.1,Καστελλόκαμπος
2225,2226.0,2025-07-14 10:00:00,984,27.25,52954.91,320.01,211.36,122.06,7.34,7.34,92.89,34.92,34531.89,Ροιτικά
2226,2227.0,2025-07-14 11:00:00,976,23.69,56911.29,-132.01,36.41,29.26,8.46,8.46,100.31,38.06,37111.85,Ακταίο
2227,2228.0,2025-07-14 11:00:00,977,23.19,50669.14,-126.3,796.52,516.12,6.84,6.84,80.13,33.23,33041.35,Ψαθόπυργος
2228,2229.0,2025-07-14 11:00:00,978,24.75,56655.23,-60.5,357.12,208.34,9.87,9.87,118.72,37.85,36944.88,Αραχωβίτικα
2229,2230.0,2025-07-14 11:00:00,979,24.63,55364.07,259.86,326.09,191.45,6.17,6.17,74.08,36.82,36102.91,Άγιος Βασίλης
2230,2231.0,2025-07-14 11:00:00,980,26.42,58417.75,155.47,478.77,284.35,4.39,4.39,54.36,39.28,38094.21,Ρίο
2231,2232.0,2025-07-14 11:00:00,981,26.74,58619.9,320.53,28.59,14.94,4.46,4.46,55.89,39.44,38226.04,Καστελλόκαμπος
2234,2235.0,2025-07-14 11:00:00,984,27.75,52969.32,301.67,245.17,137.72,7.76,7.76,98.78,34.93,34541.3,Ροιτικά
2235,2236.0,2025-07-14 12:00:00,976,23.66,56935.36,-134.21,38.91,28.55,8.47,8.47,100.22,38.08,37127.55,Ακταίο
2236,2237.0,2025-07-14 12:00:00,977,22.55,51232.74,-131.99,556.37,375.28,6.93,6.93,79.78,33.64,33408.87,Ψαθόπυργος
2237,2238.0,2025-07-14 12:00:00,978,25.0,56643.86,-84.02,288.2,38.06,9.51,9.51,114.96,37.85,36937.46,Αραχωβίτικα
2238,2239.0,2025-07-14 12:00:00,979,24.73,55931.55,259.52,332.99,193.69,6.26,6.26,75.28,37.27,36472.97,Άγιος Βασίλης
2239,2240.0,2025-07-14 12:00:00,980,26.57,58425.41,156.07,481.26,284.73,4.32,4.32,53.84,39.28,38099.21,Ρίο
2240,2241.0,2025-07-14 12:00:00,981,27.02,58371.86,320.36,30.04,14.95,4.47,4.47,56.19,39.24,38064.29,Καστελλόκαμπος
2243,2244.0,2025-07-14 12:00:00,984,28.01,53001.84,302.32,271.29,149.0,7.65,7.65,97.82,34.95,34562.5,Ροιτικά
2244,2245.0,2025-07-14 13:00:00,976,22.94,56883.73,-133.88,38.89,28.85,8.59,8.59,99.73,38.04,37093.88,Ακταίο
2245,2246.0,2025-07-14 13:00:00,977,22.58,51039.03,-132.03,600.11,390.12,7.0,7.0,80.59,33.5,33282.55,Ψαθόπυργος
2246,2247.0,2025-07-14 13:00:00,978,24.97,56683.16,-82.04,239.6,88.43,9.38,9.38,113.31,37.88,36963.09,Αραχωβίτικα
2247,2248.0,2025-07-14 13:00:00,979,24.89,55937.23,259.91,337.77,195.86,6.62,6.62,79.96,37.28,36476.67,Άγιος Βασίλης
2248,2249.0,2025-07-14 13:00:00,980,26.63,58261.77,157.66,494.01,285.36,4.53,4.53,56.44,39.15,37992.5,Ρίο
2252,2253.0,2025-07-14 13:00:00,984,28.32,52993.47,303.13,287.94,156.9,7.79,7.79,99.72,34.95,34557.04,Ροιτικά
2253,2254.0,2025-07-14 14:00:00,976,22.55,56837.14,-131.94,42.53,45.93,8.72,8.72,100.79,38.0,37063.5,Ακταίο
2254,2255.0,2025-07-14 14:00:00,977,22.95,50359.94,-130.28,669.04,436.88,6.81,6.81,78.94,33.0,32839.72,Ψαθόπυργος
2255,2256.0,2025-07-14 14:00:00,978,24.96,56626.38,-85.47,199.88,87.07,8.85,8.85,106.77,37.83,36926.07,Αραχωβίτικα
2256,2257.0,2025-07-14 14:00:00,979,24.62,55151.19,260.84,344.47,198.6,6.85,6.85,81.51,36.65,35964.09,Άγιος Βασίλης
2257,2258.0,2025-07-14 14:00:00,980,26.64,59496.75,154.96,493.03,282.26,4.55,4.55,56.7,40.15,38797.84,Ρίο
2258,2259.0,2025-07-14 14:00:00,981,27.03,54028.84,319.25,28.13,16.22,4.36,4.36,54.79,35.76,35232.21,Καστελλόκαμπος
2261,2262.0,2025-07-14 14:00:00,984,29.01,53004.18,302.86,319.27,170.34,7.71,7.71,100.28,34.96,34564.02,Ροιτικά
2262,2263.0,2025-07-14 15:00:00,976,22.41,56805.42,-133.63,38.0,28.41,8.38,8.38,96.13,37.98,37042.82,Ακταίο
2263,2264.0,2025-07-14 15:00:00,977,23.45,50058.32,-132.1,732.49,480.54,6.3,6.3,74.05,32.78,32643.03,Ψαθόπυργος
2264,2265.0,2025-07-14 15:00:00,978,25.13,56694.69,-86.64,159.33,89.51,8.59,8.59,104.12,37.89,36970.61,Αραχωβίτικα
2265,2266.0,2025-07-14 15:00:00,979,23.88,54971.21,261.87,350.31,201.13,6.84,6.84,80.6,36.51,35846.73,Άγιος Βασίλης
2266,2267.0,2025-07-14 15:00:00,980,26.9,61076.65,152.41,507.34,294.19,4.39,4.39,54.96,41.45,39828.09,Ρίο
2267,2268.0,2025-07-14 15:00:00,981,26.84,59255.77,320.39,25.75,13.73,4.37,4.37,54.87,39.96,38640.69,Καστελλόκαμπος
2270,2271.0,2025-07-14 15:00:00,984,29.17,52947.84,302.58,318.21,165.73,8.06,8.06,105.64,34.91,34527.29,Ροιτικά
2271,2272.0,2025-07-14 16:00:00,976,22.64,56852.41,-132.18,41.24,44.45,8.38,8.38,97.07,38.01,37073.46,Ακταίο
2272,2273.0,2025-07-14 16:00:00,977,23.51,49904.41,-138.34,792.52,519.11,6.22,6.22,73.41,32.67,32542.67,Ψαθόπυργος
2273,2274.0,2025-07-14 16:00:00,978,25.15,56681.02,-85.95,140.3,96.73,8.53,8.53,103.48,37.88,36961.7,Αραχωβίτικα
2274,2275.0,2025-07-14 16:00:00,979,23.44,56033.94,262.25,359.15,205.93,6.76,6.76,78.17,37.36,36539.73,Άγιος Βασίλης
2275,2276.0,2025-07-14 16:00:00,980,26.87,61387.66,150.28,538.63,313.88,4.22,4.22,52.98,41.7,40030.89,Ρίο
2276,2277.0,2025-07-14 16:00:00,981,26.86,57543.35,321.32,26.93,14.72,4.42,4.42,55.66,38.57,37524.02,Καστελλόκαμπος
2280,2281.0,2025-07-14 17:00:00,976,23.72,56867.11,-131.83,205.9,30.99,8.34,8.34,97.75,38.02,37083.04,Ακταίο
2281,2282.0,2025-07-14 17:00:00,977,23.15,50102.08,-145.91,858.73,569.62,6.35,6.35,72.71,32.81,32671.57,Ψαθόπυργος
2282,2283.0,2025-07-14 17:00:00,978,25.24,56646.8,-83.96,171.76,103.94,8.53,8.53,103.62,37.85,36939.38,Αραχωβίτικα
2283,2284.0,2025-07-14 17:00:00,979,23.35,55417.07,261.79,364.93,210.17,6.64,6.64,77.86,36.86,36137.47,Άγιος Βασίλης
2284,2285.0,2025-07-14 17:00:00,980,26.82,61386.75,150.63,537.85,312.81,3.96,3.96,49.63,41.7,40030.3,Ρίο
2285,2286.0,2025-07-14 17:00:00,981,26.92,57432.7,321.57,24.86,12.73,4.44,4.44,55.89,38.48,37451.86,Καστελλόκαμπος
2288,2289.0,2025-07-14 17:00:00,984,28.78,52924.3,302.95,417.7,139.79,8.01,8.01,104.07,34.9,34511.94,Ροιτικά
2289,2290.0,2025-07-14 18:00:00,976,24.17,56930.82,-133.65,43.34,35.8,8.18,8.18,96.68,38.08,37124.59,Ακταίο
2290,2291.0,2025-07-14 18:00:00,977,22.1,50279.01,-148.83,1018.33,689.93,6.39,6.39,72.83,32.94,32786.95,Ψαθόπυργος
2291,2292.0,2025-07-14 18:00:00,978,25.13,56735.33,-83.46,201.17,118.4,8.38,8.38,101.54,37.92,36997.11,Αραχωβίτικα
2292,2293.0,2025-07-14 18:00:00,979,23.4,54844.54,262.2,366.24,211.35,6.5,6.5,76.49,36.41,35764.13,Άγιος Βασίλης
