,id,date_insert,sensor_id,wtempV_°C,conductivity_of_solution_ mS_cm,oxidation_reduction_potential_ mV,total_suspended_solids_mg_L,turbidity_NTU,dissolved_oxygen_concentration _ppm,dissolved_oxygen_concentration_mg_L,oxygen_saturation_%,salinity_ppt,dissolved_solids _ppm,location
2293,2294.0,2025-07-14 18:00:00,980,26.84,61257.39,151.77,535.33,311.82,3.95,3.95,49.5,41.6,39945.95,Ρίο
2294,2295.0,2025-07-14 18:00:00,981,27.0,58108.04,320.42,25.18,14.18,4.36,4.36,55.09,39.03,37892.26,Καστελλόκαμπος
2298,2299.0,2025-07-14 19:00:00,976,25.29,57027.22,-131.72,42.62,30.91,7.95,7.95,95.45,38.15,37187.45,Ακταίο
2299,2300.0,2025-07-14 19:00:00,977,21.95,49775.56,-158.07,1018.42,664.96,6.39,6.39,72.73,32.57,32458.64,Ψαθόπυργος
2300,2301.0,2025-07-14 19:00:00,978,25.07,56783.64,-85.18,229.72,135.03,8.22,8.22,99.3,37.96,37028.62,Αραχωβίτικα
2301,2302.0,2025-07-14 19:00:00,979,23.95,53963.19,262.27,366.44,212.8,6.3,6.3,74.23,35.71,35189.4,Άγιος Βασίλης
2302,2303.0,2025-07-14 19:00:00,980,26.86,60788.99,153.27,525.35,308.76,3.91,3.91,49.08,41.21,39640.5,Ρίο
2303,2304.0,2025-07-14 19:00:00,981,26.94,57970.56,319.64,23.3,12.56,4.36,4.36,55.08,38.91,37802.6,Καστελλόκαμπος
2307,2308.0,2025-07-14 20:00:00,976,24.1,56906.29,-139.19,44.78,31.17,7.83,7.83,93.29,38.06,37108.59,Ακταίο
2308,2309.0,2025-07-14 20:00:00,977,21.85,49384.57,-167.9,956.79,638.22,6.18,6.18,70.25,32.29,32203.68,Ψαθόπυργος
2309,2310.0,2025-07-14 20:00:00,978,25.48,56775.34,-92.32,253.83,148.79,7.58,7.58,92.52,37.95,37023.2,Αραχωβίτικα
2310,2311.0,2025-07-14 20:00:00,979,24.2,54085.55,258.85,368.45,213.61,5.77,5.77,68.74,35.81,35269.19,Άγιος Βασίλης
2311,2312.0,2025-07-14 20:00:00,980,26.83,59980.0,153.19,528.79,303.58,3.84,3.84,48.12,40.55,39112.96,Ρίο
2312,2313.0,2025-07-14 20:00:00,981,26.89,58162.68,321.21,23.94,13.45,4.21,4.21,53.03,39.07,37927.88,Καστελλόκαμπος
2316,2317.0,2025-07-14 21:00:00,976,23.79,56992.68,-144.42,33.7,25.23,7.83,7.83,92.97,38.13,37164.93,Ακταίο
2317,2318.0,2025-07-14 21:00:00,977,21.6,49514.38,-178.47,973.06,655.16,5.94,5.94,67.08,32.38,32288.33,Ψαθόπυργος
2318,2319.0,2025-07-14 21:00:00,978,25.45,56837.2,-98.16,274.78,159.66,7.21,7.21,88.04,38.0,37063.54,Αραχωβίτικα
2319,2320.0,2025-07-14 21:00:00,979,24.38,53537.32,253.93,370.46,214.86,5.67,5.67,67.67,35.37,34911.69,Άγιος Βασίλης
2320,2321.0,2025-07-14 21:00:00,980,26.81,60636.15,152.65,519.48,297.91,3.72,3.72,46.62,41.09,39540.84,Ρίο
2321,2322.0,2025-07-14 21:00:00,981,26.82,57795.36,322.02,23.23,12.35,4.14,4.14,52.15,38.77,37688.36,Καστελλόκαμπος
2324,2325.0,2025-07-14 21:00:00,984,27.6,52977.35,304.95,463.29,206.74,6.66,6.66,84.71,34.94,34546.53,Ροιτικά
2325,2326.0,2025-07-14 22:00:00,976,24.28,57005.78,-145.38,45.45,28.78,7.69,7.69,91.55,38.14,37173.47,Ακταίο
2326,2327.0,2025-07-14 22:00:00,977,22.09,49270.35,-176.77,1002.96,661.84,5.85,5.85,66.67,32.2,32129.2,Ψαθόπυργος
2327,2328.0,2025-07-14 22:00:00,978,25.38,56832.64,-99.89,292.15,168.92,6.95,6.95,84.76,38.0,37060.57,Αραχωβίτικα
2328,2329.0,2025-07-14 22:00:00,979,24.67,53301.07,253.28,371.02,215.2,5.44,5.44,65.27,35.19,34757.63,Άγιος Βασίλης
2329,2330.0,2025-07-14 22:00:00,980,26.73,59953.47,152.68,534.59,304.76,3.69,3.69,46.08,40.53,39095.66,Ρίο
2330,2331.0,2025-07-14 22:00:00,981,26.58,57635.66,322.43,26.5,13.94,4.06,4.06,50.82,38.64,37584.21,Καστελλόκαμπος
2333,2334.0,2025-07-14 22:00:00,984,27.62,53031.78,304.13,421.89,182.86,6.42,6.42,81.64,34.98,34582.03,Ροιτικά
2334,2335.0,2025-07-14 23:00:00,976,24.3,56949.28,-147.41,47.54,33.01,7.5,7.5,89.46,38.09,37136.63,Ακταίο
2335,2336.0,2025-07-14 23:00:00,977,22.22,49733.43,-172.64,799.93,533.83,5.93,5.93,68.0,32.54,32431.17,Ψαθόπυργος
2336,2337.0,2025-07-14 23:00:00,978,25.29,56761.81,-100.0,301.13,173.81,6.69,6.69,81.43,37.94,37014.38,Αραχωβίτικα
2337,2338.0,2025-07-14 23:00:00,979,24.78,52868.46,252.92,374.54,217.18,5.43,5.43,65.4,34.85,34475.53,Άγιος Βασίλης
2338,2339.0,2025-07-14 23:00:00,980,26.5,60101.15,151.8,563.86,322.35,3.63,3.63,45.08,40.65,39191.96,Ρίο
2339,2340.0,2025-07-14 23:00:00,981,26.51,57307.65,323.03,32.46,16.89,4.17,4.17,52.21,38.38,37370.32,Καστελλόκαμπος
2342,2343.0,2025-07-14 23:00:00,984,27.53,52980.0,303.66,437.07,197.56,6.18,6.18,78.59,34.94,34548.26,Ροιτικά
2343,2344.0,2025-07-15 00:00:00,976,24.32,57041.28,-150.52,38.55,27.87,7.22,7.22,86.18,38.17,37196.62,Ακταίο
2344,2345.0,2025-07-15 00:00:00,977,22.29,49519.35,-174.21,777.8,490.27,5.8,5.8,66.65,32.38,32291.57,Ψαθόπυργος
2345,2346.0,2025-07-15 00:00:00,978,25.18,56726.11,-96.88,304.91,176.42,7.0,7.0,84.96,37.91,36991.09,Αραχωβίτικα
2346,2347.0,2025-07-15 00:00:00,979,24.78,54376.36,254.26,386.44,222.38,5.41,5.41,65.14,36.04,35458.82,Άγιος Βασίλης
2347,2348.0,2025-07-15 00:00:00,980,26.29,60343.02,152.56,595.0,344.42,3.62,3.62,44.87,40.85,39349.68,Ρίο
2348,2349.0,2025-07-15 00:00:00,981,26.36,56881.44,321.62,33.68,18.19,4.08,4.08,50.93,38.04,37092.39,Καστελλόκαμπος
2352,2353.0,2025-07-15 01:00:00,976,23.79,56935.14,-145.94,91.41,59.94,7.54,7.54,89.54,38.08,37127.4,Ακταίο
2353,2354.0,2025-07-15 01:00:00,977,23.14,48738.15,-179.27,699.14,460.05,5.44,5.44,63.19,31.81,31782.15,Ψαθόπυργος
2354,2355.0,2025-07-15 01:00:00,978,25.08,56703.5,-97.38,353.7,426.72,6.93,6.93,83.88,37.89,36976.36,Αραχωβίτικα
2355,2356.0,2025-07-15 01:00:00,979,24.73,53211.81,253.09,405.06,232.68,5.27,5.27,63.32,35.12,34699.43,Άγιος Βασίλης
2356,2357.0,2025-07-15 01:00:00,980,26.13,60500.75,154.94,619.43,369.06,3.7,3.7,45.41,40.97,39452.54,Ρίο
2357,2358.0,2025-07-15 01:00:00,981,26.34,56473.61,321.33,33.4,17.68,4.02,4.02,50.09,37.71,36826.44,Καστελλόκαμπος
2358,2359.0,2025-07-15 01:00:00,982,26.3,16542.16,279.59,805.99,607.66,4.18,4.18,51.8,9.69,9564.68,Δάφνες
2360,2361.0,2025-07-15 01:00:00,984,27.18,53086.44,303.18,403.23,209.7,5.6,5.6,70.83,35.02,34617.67,Ροιτικά
2362,2363.0,2025-07-15 02:00:00,977,23.44,49166.43,-175.71,759.0,499.71,5.38,5.38,63.3,32.13,32061.43,Ψαθόπυργος
2363,2364.0,2025-07-15 02:00:00,978,25.06,56634.76,-95.47,422.38,391.21,7.0,7.0,84.71,37.84,36931.53,Αραχωβίτικα
2364,2365.0,2025-07-15 02:00:00,979,24.75,53600.85,253.9,428.88,247.51,5.3,5.3,63.71,35.42,34953.11,Άγιος Βασίλης
2365,2366.0,2025-07-15 02:00:00,980,25.92,60312.36,154.02,653.67,391.77,3.7,3.7,45.54,40.82,39329.69,Ρίο
2366,2367.0,2025-07-15 02:00:00,981,26.05,55980.36,324.13,33.46,17.32,3.99,3.99,49.4,37.31,36504.79,Καστελλόκαμπος
2367,2368.0,2025-07-15 02:00:00,982,26.19,15412.42,281.48,915.83,484.02,4.25,4.25,52.67,8.98,8911.46,Δάφνες
2369,2370.0,2025-07-15 02:00:00,984,27.11,53005.97,303.84,386.31,195.59,5.38,5.38,67.92,34.96,34565.2,Ροιτικά
2370,2371.0,2025-07-15 03:00:00,976,24.05,56867.26,-145.98,33.39,29.65,7.48,7.48,89.08,38.03,37083.14,Ακταίο
2371,2372.0,2025-07-15 03:00:00,977,23.48,48669.9,-178.24,742.79,493.89,5.21,5.21,61.39,31.76,31737.64,Ψαθόπυργος
2372,2373.0,2025-07-15 03:00:00,978,25.07,56666.12,-96.85,445.68,359.32,6.99,6.99,84.68,37.86,36951.98,Αραχωβίτικα
2373,2374.0,2025-07-15 03:00:00,979,24.77,53211.57,251.91,450.37,259.58,5.24,5.24,62.99,35.12,34699.27,Άγιος Βασίλης
2374,2375.0,2025-07-15 03:00:00,980,25.9,60201.03,154.83,689.8,414.38,3.73,3.73,45.87,40.73,39257.09,Ρίο
2375,2376.0,2025-07-15 03:00:00,981,26.1,55801.0,323.54,33.19,17.22,3.89,3.89,48.3,37.17,36387.83,Καστελλόκαμπος
2378,2379.0,2025-07-15 03:00:00,984,26.85,53073.63,304.33,368.87,166.36,5.13,5.13,64.35,35.01,34609.32,Ροιτικά
2379,2380.0,2025-07-15 04:00:00,976,23.95,56869.82,-145.45,30.89,23.0,7.62,7.62,90.18,38.03,37084.81,Ακταίο
2380,2381.0,2025-07-15 04:00:00,977,23.57,48148.73,-179.26,597.98,393.18,5.22,5.22,61.68,31.38,31397.79,Ψαθόπυργος
2381,2382.0,2025-07-15 04:00:00,978,25.0,56693.59,-99.04,458.08,317.6,6.42,6.42,77.4,37.89,36969.89,Αραχωβίτικα
2382,2383.0,2025-07-15 04:00:00,979,24.73,53611.54,252.01,470.64,270.63,5.21,5.21,62.64,35.43,34960.09,Άγιος Βασίλης
2383,2384.0,2025-07-15 04:00:00,980,26.13,59916.36,154.71,736.69,438.64,3.71,3.71,45.78,40.5,39071.46,Ρίο
2384,2385.0,2025-07-15 04:00:00,981,26.08,55972.55,325.19,33.52,16.86,3.9,3.9,48.37,37.31,36499.7,Καστελλόκαμπος
2387,2388.0,2025-07-15 04:00:00,984,26.95,53028.58,305.26,354.45,168.36,5.11,5.11,64.21,34.97,34579.94,Ροιτικά
2388,2389.0,2025-07-15 05:00:00,976,23.6,56821.27,-145.32,31.18,22.44,7.63,7.63,89.34,37.99,37053.15,Ακταίο
2389,2390.0,2025-07-15 05:00:00,977,23.6,48055.57,-183.81,710.06,464.29,5.0,5.0,59.16,31.31,31337.04,Ψαθόπυργος
2390,2391.0,2025-07-15 05:00:00,978,24.92,56838.05,-100.07,477.84,298.74,6.66,6.66,80.31,38.0,37064.1,Αραχωβίτικα
2391,2392.0,2025-07-15 05:00:00,979,24.54,53568.64,250.92,481.45,277.22,5.25,5.25,62.83,35.4,34932.11,Άγιος Βασίλης
2392,2393.0,2025-07-15 05:00:00,980,26.26,59849.59,154.56,778.69,465.2,3.7,3.7,45.89,40.44,39027.92,Ρίο
2393,2394.0,2025-07-15 05:00:00,981,26.04,56627.45,325.52,31.85,15.96,3.8,3.8,47.06,37.83,36926.76,Καστελλόκαμπος
2396,2397.0,2025-07-15 05:00:00,984,26.75,53105.75,305.48,332.27,170.12,5.2,5.2,65.15,35.03,34630.26,Ροιτικά
2397,2398.0,2025-07-15 06:00:00,976,23.74,56900.41,-145.5,38.46,31.86,7.67,7.67,90.54,38.05,37104.76,Ακταίο
2398,2399.0,2025-07-15 06:00:00,977,23.61,48061.57,-161.32,653.45,425.96,5.09,5.09,60.18,31.32,31340.95,Ψαθόπυργος
2399,2400.0,2025-07-15 06:00:00,978,24.84,56722.98,-87.04,485.55,288.93,6.82,6.82,81.81,37.91,36989.05,Αραχωβίτικα
2400,2401.0,2025-07-15 06:00:00,979,24.36,53666.93,252.58,481.99,278.34,5.45,5.45,64.99,35.48,34996.2,Άγιος Βασίλης
2401,2402.0,2025-07-15 06:00:00,980,26.27,59249.96,154.64,830.33,494.16,3.69,3.69,45.72,39.95,38636.9,Ρίο
2402,2403.0,2025-07-15 06:00:00,981,25.88,56229.86,324.9,31.51,16.73,3.58,3.58,44.25,37.51,36667.49,Καστελλόκαμπος
2405,2406.0,2025-07-15 06:00:00,984,26.7,53083.33,305.47,301.49,169.11,5.12,5.12,64.05,35.02,34615.64,Ροιτικά
2406,2407.0,2025-07-15 07:00:00,976,23.76,56932.05,-136.95,36.58,29.12,7.7,7.7,91.22,38.08,37125.39,Ακταίο
2407,2408.0,2025-07-15 07:00:00,977,23.6,47900.76,-115.65,679.9,440.02,5.45,5.45,64.43,31.2,31236.09,Ψαθόπυργος
2408,2409.0,2025-07-15 07:00:00,978,24.57,56712.0,-47.59,469.45,279.13,7.73,7.73,92.62,37.9,36981.9,Αραχωβίτικα
2409,2410.0,2025-07-15 07:00:00,979,24.41,53431.21,257.21,478.83,275.52,5.61,5.61,67.01,35.29,34842.49,Άγιος Βασίλης
2410,2411.0,2025-07-15 07:00:00,980,26.35,58464.66,158.49,865.73,512.68,4.11,4.11,50.98,39.31,38124.8,Ρίο
2411,2412.0,2025-07-15 07:00:00,981,25.98,56966.02,325.12,33.42,17.38,3.72,3.72,45.97,38.1,37147.54,Καστελλόκαμπος
2414,2415.0,2025-07-15 07:00:00,984,26.58,53114.59,302.44,312.18,172.2,5.39,5.39,67.11,35.04,34636.03,Ροιτικά
2415,2416.0,2025-07-15 08:00:00,976,24.4,56906.64,-122.91,35.94,26.09,7.86,7.86,93.55,38.06,37108.82,Ακταίο
2416,2417.0,2025-07-15 08:00:00,977,23.54,49104.98,-125.28,605.05,397.54,6.0,6.0,70.87,32.08,32021.36,Ψαθόπυργος
2417,2418.0,2025-07-15 08:00:00,978,24.95,56702.14,-23.71,482.49,289.06,9.22,9.22,111.33,37.89,36975.46,Αραχωβίτικα
2418,2419.0,2025-07-15 08:00:00,979,24.5,53265.9,257.67,476.7,274.06,5.78,5.78,69.09,35.16,34734.7,Άγιος Βασίλης
2419,2420.0,2025-07-15 08:00:00,980,26.38,58241.6,163.61,886.13,523.81,4.91,4.91,60.89,39.13,37979.35,Ρίο
2420,2421.0,2025-07-15 08:00:00,981,26.2,56407.08,324.31,31.0,15.14,3.9,3.9,48.36,37.66,36783.06,Καστελλόκαμπος
2424,2425.0,2025-07-15 09:00:00,976,23.77,56819.56,-127.74,40.22,30.46,7.99,7.99,94.58,37.99,37052.04,Ακταίο
2425,2426.0,2025-07-15 09:00:00,977,23.42,48688.14,-110.11,658.13,434.78,6.83,6.83,80.44,31.78,31749.54,Ψαθόπυργος
2426,2427.0,2025-07-15 09:00:00,978,25.34,56756.68,-22.89,538.08,319.29,10.01,10.01,121.88,37.94,37011.03,Αραχωβίτικα
2427,2428.0,2025-07-15 09:00:00,979,24.57,53536.74,257.9,473.28,271.94,5.94,5.94,70.79,35.37,34911.31,Άγιος Βασίλης
2428,2429.0,2025-07-15 09:00:00,980,26.45,57681.88,165.39,896.32,530.68,5.05,5.05,62.49,38.68,37614.36,Ρίο
2429,2430.0,2025-07-15 09:00:00,981,26.38,56753.98,322.72,26.27,14.11,3.63,3.63,45.17,37.93,37009.27,Καστελλόκαμπος
2432,2433.0,2025-07-15 09:00:00,984,27.13,53088.33,310.79,353.11,183.3,6.84,6.84,86.39,35.02,34618.9,Ροιτικά
2433,2434.0,2025-07-15 10:00:00,976,23.97,56841.68,-124.58,61.56,48.5,8.17,8.17,97.3,38.0,37066.46,Ακταίο
2434,2435.0,2025-07-15 10:00:00,977,23.92,48834.79,-127.12,647.06,424.23,6.6,6.6,78.21,31.88,31845.17,Ψαθόπυργος
2435,2436.0,2025-07-15 10:00:00,978,25.4,56747.92,-12.72,567.79,337.59,11.05,11.05,134.78,37.93,37005.32,Αραχωβίτικα
2436,2437.0,2025-07-15 10:00:00,979,24.62,53337.02,258.08,467.12,268.43,6.14,6.14,73.67,35.22,34781.07,Άγιος Βασίλης
2437,2438.0,2025-07-15 10:00:00,980,26.68,57484.11,164.5,893.35,528.37,4.94,4.94,61.46,38.52,37485.39,Ρίο
2438,2439.0,2025-07-15 10:00:00,981,26.61,57321.75,321.84,27.15,14.32,3.68,3.68,46.06,38.39,37379.52,Καστελλόκαμπος
2441,2442.0,2025-07-15 10:00:00,984,27.5,53077.58,306.75,361.97,186.67,7.32,7.32,93.09,35.01,34611.89,Ροιτικά
2442,2443.0,2025-07-15 11:00:00,976,24.06,56918.1,-125.2,40.32,27.28,8.13,8.13,96.46,38.07,37116.3,Ακταίο
2443,2444.0,2025-07-15 11:00:00,977,24.08,48872.65,-129.58,658.45,429.71,6.64,6.64,79.05,31.91,31869.86,Ψαθόπυργος
2444,2445.0,2025-07-15 11:00:00,978,25.22,56695.86,-24.68,565.39,335.58,10.74,10.74,128.39,37.89,36971.37,Αραχωβίτικα
2445,2446.0,2025-07-15 11:00:00,979,25.49,53352.3,257.37,465.46,267.52,5.91,5.91,71.57,35.23,34791.04,Άγιος Βασίλης
2446,2447.0,2025-07-15 11:00:00,980,26.56,57893.7,165.09,853.06,503.63,4.85,4.85,60.32,38.85,37752.48,Ρίο
2447,2448.0,2025-07-15 11:00:00,981,26.9,57278.24,323.0,26.48,13.97,4.14,4.14,52.13,38.36,37351.14,Καστελλόκαμπος
2450,2451.0,2025-07-15 11:00:00,984,27.81,53097.27,306.68,373.54,193.29,7.7,7.7,98.13,35.03,34624.73,Ροιτικά
2451,2452.0,2025-07-15 12:00:00,976,24.47,56966.1,-127.18,54.34,35.93,8.36,8.36,100.1,38.1,37147.6,Ακταίο
2452,2453.0,2025-07-15 12:00:00,977,24.34,48662.7,-133.34,592.75,389.66,6.63,6.63,78.98,31.76,31732.95,Ψαθόπυργος
2453,2454.0,2025-07-15 12:00:00,978,25.7,57353.77,-20.95,535.4,318.26,10.96,10.96,132.62,38.42,37400.39,Αραχωβίτικα
2454,2455.0,2025-07-15 12:00:00,979,25.46,53482.63,257.26,460.35,265.03,6.23,6.23,76.11,35.33,34876.02,Άγιος Βασίλης
2455,2456.0,2025-07-15 12:00:00,980,26.87,58841.78,165.63,795.21,472.63,4.49,4.49,56.05,39.62,38370.72,Ρίο
2456,2457.0,2025-07-15 12:00:00,981,26.89,56035.12,324.06,29.76,15.92,4.08,4.08,51.35,37.36,36540.5,Καστελλόκαμπος
2459,2460.0,2025-07-15 12:00:00,984,28.34,53057.79,307.24,383.75,196.21,7.66,7.66,98.61,35.0,34598.98,Ροιτικά
2460,2461.0,2025-07-15 13:00:00,976,24.47,56864.7,-131.68,45.85,31.04,8.2,8.2,97.52,38.02,37081.47,Ακταίο
2461,2462.0,2025-07-15 13:00:00,977,24.12,49077.46,-141.9,696.7,451.0,6.48,6.48,77.22,32.06,32003.42,Ψαθόπυργος
2462,2463.0,2025-07-15 13:00:00,978,25.55,57291.73,-23.76,505.22,301.76,11.04,11.04,135.0,38.37,37359.94,Αραχωβίτικα
2463,2464.0,2025-07-15 13:00:00,979,25.87,53475.18,257.93,457.29,263.42,6.77,6.77,83.53,35.32,34871.16,Άγιος Βασίλης
2464,2465.0,2025-07-15 13:00:00,980,27.03,59078.79,168.15,751.43,448.94,4.57,4.57,57.5,39.81,38525.28,Ρίο
2465,2466.0,2025-07-15 13:00:00,981,26.99,56077.75,324.26,27.55,14.16,4.12,4.12,52.04,37.39,36568.3,Καστελλόκαμπος
2468,2469.0,2025-07-15 13:00:00,984,28.46,53115.19,306.62,388.34,197.2,7.98,7.98,102.94,35.04,34636.42,Ροιτικά
2469,2470.0,2025-07-15 14:00:00,976,24.7,56952.75,-128.03,44.02,33.76,8.34,8.34,99.97,38.09,37138.89,Ακταίο
2470,2471.0,2025-07-15 14:00:00,977,23.71,48268.52,-142.75,884.71,582.98,6.33,6.33,75.03,31.47,31475.9,Ψαθόπυργος
2471,2472.0,2025-07-15 14:00:00,978,25.47,57519.25,-30.29,457.96,274.04,9.05,9.05,110.34,38.55,37508.3,Αραχωβίτικα
2472,2473.0,2025-07-15 14:00:00,979,25.73,53604.86,258.74,461.35,266.52,6.69,6.69,81.79,35.43,34955.73,Άγιος Βασίλης
2473,2474.0,2025-07-15 14:00:00,980,26.81,59899.03,168.49,713.01,427.5,4.87,4.87,61.09,40.48,39060.16,Ρίο
2474,2475.0,2025-07-15 14:00:00,981,26.82,56230.77,325.93,27.26,14.16,4.2,4.2,52.88,37.51,36668.08,Καστελλόκαμπος
2476,2477.0,2025-07-15 14:00:00,983,28.39,35613.6,289.4,357.75,198.24,9.82,9.82,125.21,22.44,23223.63,Πλάζ
2477,2478.0,2025-07-15 14:00:00,984,28.78,53071.62,306.62,394.2,202.68,7.97,7.97,102.77,35.01,34608.0,Ροιτικά
2480,2481.0,2025-07-15 15:00:00,978,25.5,56860.8,-27.71,422.57,253.02,8.91,8.91,108.89,38.02,37078.93,Αραχωβίτικα
2481,2482.0,2025-07-15 15:00:00,979,25.63,53223.26,259.05,458.82,265.07,7.07,7.07,86.66,35.13,34706.89,Άγιος Βασίλης
2482,2483.0,2025-07-15 15:00:00,980,26.9,59808.19,165.46,687.52,419.88,4.91,4.91,61.29,40.41,39000.92,Ρίο
2483,2484.0,2025-07-15 15:00:00,981,26.99,56230.08,325.38,27.25,14.04,4.02,4.02,50.56,37.51,36667.64,Καστελλόκαμπος
2485,2486.0,2025-07-15 15:00:00,983,28.41,35424.45,288.35,363.93,201.05,10.45,10.45,134.13,22.31,23100.28,Πλάζ
2486,2487.0,2025-07-15 15:00:00,984,29.14,53026.25,308.1,400.23,206.6,8.08,8.08,105.69,34.97,34578.42,Ροιτικά
2487,2488.0,2025-07-15 16:00:00,976,24.6,56878.68,-128.35,51.99,34.37,8.6,8.6,103.3,38.03,37090.59,Ακταίο
2488,2489.0,2025-07-15 16:00:00,977,25.12,47797.44,-151.3,927.05,590.65,6.09,6.09,73.21,31.13,31168.71,Ψαθόπυργος
2489,2490.0,2025-07-15 16:00:00,978,26.18,56897.9,-31.29,424.22,251.64,8.43,8.43,104.13,38.05,37103.13,Αραχωβίτικα
2490,2491.0,2025-07-15 16:00:00,979,26.0,53080.34,258.2,452.43,261.33,6.72,6.72,82.73,35.01,34613.69,Άγιος Βασίλης
2491,2492.0,2025-07-15 16:00:00,980,27.26,60140.9,164.35,745.74,450.81,4.67,4.67,58.97,40.68,39217.88,Ρίο
2492,2493.0,2025-07-15 16:00:00,981,27.32,57026.11,323.56,25.12,14.04,3.66,3.66,46.49,38.15,37186.73,Καστελλόκαμπος
2494,2495.0,2025-07-15 16:00:00,983,28.58,36120.93,287.86,405.79,223.03,10.69,10.69,138.58,22.79,23554.46,Πλάζ
2495,2496.0,2025-07-15 16:00:00,984,29.06,53074.87,307.0,463.47,216.38,8.53,8.53,111.47,35.01,34610.13,Ροιτικά
2496,2497.0,2025-07-15 17:00:00,976,24.66,56910.33,-128.19,51.98,38.48,8.29,8.29,99.72,38.06,37111.23,Ακταίο
2497,2498.0,2025-07-15 17:00:00,977,25.09,49025.43,-161.12,678.91,414.13,5.93,5.93,71.96,32.02,31969.48,Ψαθόπυργος
2498,2499.0,2025-07-15 17:00:00,978,26.22,56754.29,-33.12,424.41,249.62,8.23,8.23,101.87,37.93,37009.47,Αραχωβίτικα
2499,2500.0,2025-07-15 17:00:00,979,25.67,53103.21,258.86,463.59,263.75,6.46,6.46,79.29,35.03,34628.61,Άγιος Βασίλης
2500,2501.0,2025-07-15 17:00:00,980,27.39,60639.79,159.29,773.89,462.43,4.01,4.01,50.87,41.09,39543.21,Ρίο
2501,2502.0,2025-07-15 17:00:00,981,27.49,56785.27,325.37,28.05,13.93,4.04,4.04,51.5,37.96,37029.68,Καστελλόκαμπος
2503,2504.0,2025-07-15 17:00:00,983,28.48,35770.39,287.08,444.77,317.9,10.95,10.95,141.12,22.55,23325.87,Πλάζ
2505,2506.0,2025-07-15 18:00:00,976,24.54,56988.22,-132.5,46.82,36.13,8.05,8.05,96.62,38.12,37162.02,Ακταίο
2506,2507.0,2025-07-15 18:00:00,977,24.78,48841.11,-159.26,569.18,313.17,5.84,5.84,70.35,31.89,31849.29,Ψαθόπυργος
2507,2508.0,2025-07-15 18:00:00,978,26.4,56758.36,-33.2,421.87,248.21,8.18,8.18,101.89,37.94,37012.13,Αραχωβίτικα
2508,2509.0,2025-07-15 18:00:00,979,25.73,53094.63,258.27,463.99,266.01,6.43,6.43,78.2,35.02,34623.01,Άγιος Βασίλης
2509,2510.0,2025-07-15 18:00:00,980,27.42,60438.25,159.37,790.1,470.14,3.93,3.93,49.82,40.92,39411.79,Ρίο
2510,2511.0,2025-07-15 18:00:00,981,27.53,57532.93,325.87,33.56,15.62,4.08,4.08,51.98,38.56,37517.23,Καστελλόκαμπος
2513,2514.0,2025-07-15 18:00:00,984,28.52,53042.07,307.17,552.47,216.67,7.77,7.77,100.3,34.98,34588.73,Ροιτικά
2514,2515.0,2025-07-15 19:00:00,976,24.78,56953.7,-134.53,48.93,32.66,7.92,7.92,95.55,38.09,37139.51,Ακταίο
2515,2516.0,2025-07-15 19:00:00,977,24.88,48437.3,-164.41,569.61,378.87,5.81,5.81,70.19,31.59,31585.96,Ψαθόπυργος
2516,2517.0,2025-07-15 19:00:00,978,26.34,56903.21,-35.62,419.89,248.07,7.97,7.97,98.7,38.05,37106.59,Αραχωβίτικα
2517,2518.0,2025-07-15 19:00:00,979,25.75,53554.82,256.04,470.81,269.66,6.04,6.04,74.27,35.39,34923.1,Άγιος Βασίλης
2518,2519.0,2025-07-15 19:00:00,980,27.07,61967.69,160.44,811.43,475.25,3.9,3.9,49.07,42.18,40409.13,Ρίο
2519,2520.0,2025-07-15 19:00:00,981,27.48,56567.84,326.15,27.16,13.12,3.97,3.97,50.53,37.78,36887.89,Καστελλόκαμπος
2522,2523.0,2025-07-15 19:00:00,984,28.5,53071.23,307.4,526.84,197.58,7.26,7.26,93.83,35.01,34607.75,Ροιτικά
2523,2524.0,2025-07-15 20:00:00,976,24.84,57037.8,-140.25,40.84,31.44,7.82,7.82,94.08,38.16,37194.36,Ακταίο
2524,2525.0,2025-07-15 20:00:00,977,24.69,48124.46,-173.7,535.1,346.23,5.45,5.45,65.3,31.36,31381.96,Ψαθόπυργος
2525,2526.0,2025-07-15 20:00:00,978,26.25,56937.32,-38.89,411.86,243.75,8.25,8.25,102.17,38.08,37128.83,Αραχωβίτικα
2526,2527.0,2025-07-15 20:00:00,979,25.35,54913.17,253.25,484.33,277.09,5.66,5.66,68.68,36.46,35808.88,Άγιος Βασίλης
2527,2528.0,2025-07-15 20:00:00,980,27.12,61575.54,157.68,810.85,475.62,3.83,3.83,48.23,41.86,40153.41,Ρίο
2528,2529.0,2025-07-15 20:00:00,981,27.2,56769.39,326.86,26.16,13.1,3.93,3.93,49.89,37.95,37019.32,Καστελλόκαμπος
2530,2531.0,2025-07-15 20:00:00,983,27.79,42420.13,303.35,513.4,303.86,9.92,9.92,126.24,27.24,27662.17,Πλάζ
2531,2532.0,2025-07-15 20:00:00,984,28.22,53148.33,309.31,522.71,193.87,6.6,6.6,84.69,35.07,34658.03,Ροιτικά
2532,2533.0,2025-07-15 21:00:00,976,24.78,56933.41,-143.26,41.66,49.28,7.83,7.83,94.4,38.08,37126.28,Ακταίο
